Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
1010,NEKOR488734056,Politician/Family Member or Close Asscociates,7016,8663361,Personal loan,3236,1078,3,3234,6,3,"[7016.0,8663361.0,1078.0,3234.0,6.0,3.0]","[0.16221820888467023,3.4845023785069342,0.2375954323151728,0.15882190922015027,1.8921281961562229,0.2851610917673827]",1
1031,NEKOR166639786,Politician/Family Member or Close Asscociates,7847,7186793,Personal loan,6700,372,18,6696,4,18,"[7847.0,7186793.0,372.0,6696.0,4.0,18.0]","[0.18143191064965894,2.8906099263711837,0.08199026050208189,0.32884091037047813,1.261418797437482,1.7109665506042964]",1
1042,NEKOR684977726,Retired,23272,8938757,Occupational Loans,22100,920,6,5520,10,24,"[23272.0,8938757.0,920.0,5520.0,10.0,24.0]","[0.5380761341453885,3.5952697835626966,0.20277161199439608,0.271087488835878,3.153546993593705,2.2812887341390615]",1
1046,NEKOR420863012,Lawyer/Accountant,138370,7026652,Personal loan,100576,5587,12,67044,1,18,"[138370.0,7026652.0,5587.0,67044.0,1.0,18.0]","[3.1992778739127448,2.826199393854245,1.2313967350137944,3.29253434810011,0.3153546993593705,1.7109665506042964]",1
1049,NEKOR771246640,Politician/Family Member or Close Asscociates,7286,7148644,Personal loan,5813,242,11,2662,2,24,"[7286.0,7148644.0,242.0,2662.0,2.0,24.0]","[0.1684609278696846,2.8752659644564416,0.0533377501115694,0.13073095929005568,0.630709398718741,2.2812887341390615]",1
1057,NEKOR621348404,Politician/Family Member or Close Asscociates,8065,8005054,Personal loan,6192,1032,4,4128,4,6,"[8065.0,8005054.0,1032.0,4128.0,4.0,6.0]","[0.18647232820052242,3.2197238119335494,0.227456851715453,0.20272629599900444,1.261418797437482,0.5703221835347654]",1
1060,NEKOR130955020,Business Owner/Personal Business,124556,8968461,Occupational Loans,7209,1201,4,4804,1,6,"[124556.0,8968461.0,1201.0,4804.0,1.0,6.0]","[2.8798818736942677,3.6072170703779602,0.26470511522311924,0.23592469137093444,0.3153546993593705,0.5703221835347654]",1
1071,NEKOR074473297,Business Owner/Personal Business,278237,8523002,Vehicle loan,51641,8606,5,43030,2,6,"[278237.0,8523002.0,8606.0,43030.0,2.0,6.0]","[6.433168156420181,3.4280483914983293,1.8967961878519268,2.11320555155939,0.630709398718741,0.5703221835347654]",1
1072,NEKOR556845752,Business Owner/Personal Business,41815,8401214,Occupational Loans,39989,6664,6,39984,2,6,"[41815.0,8401214.0,6664.0,39984.0,2.0,6.0]","[0.9668122013273212,3.3790638720175408,1.4687717634028863,1.9636163321764035,0.630709398718741,0.5703221835347654]",1
1080,NEKOR846129337,Retired,6627,7383913,Personal loan,4808,534,3,1602,9,9,"[6627.0,7383913.0,534.0,1602.0,9.0,9.0]","[0.1532240693099643,2.969893833488905,0.11769569652718206,0.07867430382519504,2.8381922942343345,0.8554832753021482]",1
1089,NEKOR315722166,Business Owner/Personal Business,48487,9928205,Vehicle loan,44824,1867,22,41074,1,24,"[48487.0,9928205.0,1867.0,41074.0,1.0,24.0]","[1.1210767238014545,3.993237028539436,0.4114941299929755,2.0171462892110243,0.3153546993593705,2.2812887341390615]",1
1095,NEKOR861842481,Lawyer/Accountant,22819,8763078,Vehicle loan,9356,3118,3,9354,9,3,"[22819.0,8763078.0,3118.0,9354.0,9.0,3.0]","[0.5276022389594198,3.5246096906318214,0.687219441520138,0.45937542945123244,2.8381922942343345,0.2851610917673827]",1
1102,NEKOR644847574,Politician/Family Member or Close Asscociates,5226,7785139,Occupational Loans,4635,257,13,3341,9,18,"[5226.0,7785139.0,257.0,3341.0,9.0,18.0]","[0.12083129413216741,3.1312714964212036,0.05664380900278238,0.16407668481896168,2.8381922942343345,1.7109665506042964]",1
1197,NEKOR066295052,Retired,18637,9769241,Vehicle loan,3244,180,4,720,10,18,"[18637.0,9769241.0,180.0,720.0,10.0,18.0]","[0.43090945823597476,3.929299898816113,0.039672706694555755,0.03535923767424496,3.153546993593705,1.7109665506042964]",1
1208,NEKOR206831920,Politician/Family Member or Close Asscociates,8067,6278468,Vehicle loan,3750,104,18,1872,1,36,"[8067.0,6278468.0,104.0,1872.0,1.0,36.0]","[0.18651857056337437,2.525271275129788,0.02292200831240999,0.09193401795303689,0.3153546993593705,3.4219331012085927]",1
1226,NEKOR578146013,Lawyer/Accountant,190075,8486610,Occupational Loans,75566,3148,10,31480,2,24,"[190075.0,8486610.0,3148.0,31480.0,2.0,24.0]","[4.394758559543001,3.4134111149772854,0.6938315593025639,1.5459844472017101,0.630709398718741,2.2812887341390615]",1
1228,NEKOR819885176,Business Owner/Personal Business,184834,6981602,Vehicle loan,127993,14221,4,56884,9,9,"[184834.0,6981602.0,14221.0,56884.0,9.0,9.0]","[4.273580447689444,2.8080797712098997,3.1343642327959853,2.793576216474653,2.8381922942343345,0.8554832753021482]",1
1246,NEKOR028491501,Lawyer/Accountant,58853,8496503,Occupational Loans,55723,6191,8,49528,3,9,"[58853.0,8496503.0,6191.0,49528.0,3.0,9.0]","[1.3607508904631551,3.4173901921542114,1.3645207063666371,2.4323226715694504,0.9460640980781114,0.8554832753021482]",1
1267,NEKOR146294114,Politician/Family Member or Close Asscociates,8389,7239667,Occupational Loans,5723,476,7,3332,0,12,"[8389.0,7239667.0,476.0,3332.0,0.0,12.0]","[0.19396359098253968,2.911876450848367,0.10491226881449188,0.16363469434803363,0.0,1.1406443670695308]",1
1274,NEKOR784300742,Retired,10551,7033296,Occupational Loans,6404,533,3,1599,6,12,"[10551.0,7033296.0,533.0,1599.0,6.0,12.0]","[0.24395158522550678,2.828871686259329,0.1174752926011012,0.07852697366821902,1.8921281961562229,1.1406443670695308]",1
1283,NEKOR971385027,Business Owner/Personal Business,38630,9309385,Personal loan,26689,1112,19,21128,0,24,"[38630.0,9309385.0,1112.0,21128.0,0.0,24.0]","[0.8931712384855773,3.744340582706501,0.24508916580192222,1.0375971855297883,0.0,2.2812887341390615]",1
1318,NEKOR272404184,Business Owner/Personal Business,249223,7191832,Occupational Loans,12206,339,8,2712,8,36,"[249223.0,7191832.0,339.0,2712.0,8.0,36.0]","[5.762330198526819,2.892636669512246,0.07471693094141334,0.1331864619063227,2.522837594874964,3.4219331012085927]",1
1321,NEKOR132987041,Politician/Family Member or Close Asscociates,10043,8689962,Personal loan,7603,633,12,7596,6,12,"[10043.0,8689962.0,633.0,7596.0,6.0,12.0]","[0.23220602506110932,3.495201603411756,0.13951568520918772,0.37303995746328433,1.8921281961562229,1.1406443670695308]",1
1328,NEKOR697482452,Lawyer/Accountant,14672,6885123,Vehicle loan,6722,1120,4,4480,3,6,"[14672.0,6885123.0,1120.0,4480.0,3.0,6.0]","[0.33923397388196713,2.76927481953168,0.24685239721056912,0.2200130344175242,0.9460640980781114,0.5703221835347654]",1
1349,NEKOR110521304,Retired,6669,8690216,Vehicle loan,3967,220,18,3960,7,18,"[6669.0,8690216.0,220.0,3960.0,7.0,18.0]","[0.15419515892985544,3.495303765102137,0.048488863737790364,0.19447580720834728,2.2074828955155934,1.7109665506042964]",1
1360,NEKOR752799294,Lawyer/Accountant,144398,8631006,Vehicle loan,123956,3443,9,30987,7,36,"[144398.0,8631006.0,3443.0,30987.0,7.0,36.0]","[3.3386523555485477,3.4714888293247412,0.7588507174964192,1.5217731914053174,2.2074828955155934,3.4219331012085927]",1
1364,NEKOR705266453,Retired,37783,6440021,Personal loan,26387,4397,4,17588,3,6,"[37783.0,6440021.0,4397.0,17588.0,3.0,6.0]","[0.873587597817773,2.5902497301145138,0.9691160629775647,0.8637476002980838,0.9460640980781114,0.5703221835347654]",1
1369,NEKOR952047705,Retired,26413,6446245,Personal loan,3590,99,11,1089,5,36,"[26413.0,6446245.0,99.0,1089.0,5.0,36.0]","[0.6106997650043892,2.5927530937402277,0.021819988682005666,0.0534808469822955,1.5767734967968525,3.4219331012085927]",1
1391,NEKOR218842027,Lawyer/Accountant,27385,7875367,Personal loan,8373,2791,3,8373,2,3,"[27385.0,7875367.0,2791.0,8373.0,2.0,3.0]","[0.633173553350441,3.167562224766464,0.615147357691695,0.4111984681200737,0.630709398718741,0.2851610917673827]",1
1396,NEKOR484590327,Business Owner/Personal Business,112735,8090326,Personal loan,54316,6035,6,36210,6,9,"[112735.0,8090326.0,6035.0,36210.0,6.0,9.0]","[2.6065663880577676,3.2540211806822423,1.330137693898022,1.7782749947005694,1.8921281961562229,0.8554832753021482]",1
1399,NEKOR431038933,Lawyer/Accountant,12850,8071561,Occupational Loans,11709,325,28,9100,10,36,"[12850.0,8071561.0,325.0,9100.0,10.0,36.0]","[0.297107181323833,3.2464736841468116,0.07163127597628122,0.44690147616059606,3.153546993593705,3.4219331012085927]",1
1432,NEKOR148677786,Retired,22418,8801959,Occupational Loans,10567,1761,6,10566,4,6,"[22418.0,8801959.0,1761.0,10566.0,4.0,6.0]","[0.5183306452076022,3.5402480712763227,0.38813131382840377,0.5188968128695448,1.261418797437482,0.5703221835347654]",1
1435,NEKOR039479077,Lawyer/Accountant,53024,6893515,Vehicle loan,38505,12835,3,38505,7,3,"[53024.0,6893515.0,12835.0,38505.0,7.0,3.0]","[1.2259775239311221,2.7726501774280474,2.828884391247906,1.8909825647872254,2.2074828955155934,0.2851610917673827]",1
1438,NEKOR034693636,Business Owner/Personal Business,93666,9572732,Personal loan,22009,1222,18,21996,3,18,"[93666.0,9572732.0,1222.0,21996.0,3.0,18.0]","[2.1656685794457697,3.8502617428512376,0.2693335976708174,1.0802247109481835,0.9460640980781114,1.7109665506042964]",1
1447,NEKOR022541556,Retired,23094,7104447,Occupational Loans,19113,2123,9,19107,6,9,"[23094.0,7104447.0,2123.0,19107.0,6.0,9.0]","[0.5339605638515641,2.8574894281187695,0.46791753506967704,0.9383457697802756,1.8921281961562229,0.8554832753021482]",1
1455,NEKOR708187983,Business Owner/Personal Business,76025,6995814,Vehicle loan,40678,3389,3,10167,6,12,"[76025.0,6995814.0,3389.0,10167.0,6.0,12.0]","[1.7577878179100703,2.813795999334682,0.7469489054880525,0.4993019019917341,1.8921281961562229,1.1406443670695308]",1
1476,NEKOR324883864,Politician/Family Member or Close Asscociates,19953,7650126,Vehicle loan,11950,331,31,10261,3,36,"[19953.0,7650126.0,331.0,10261.0,3.0,36.0]","[0.4613369329925634,3.076967731447153,0.07295369953276641,0.5039182469103161,0.9460640980781114,3.4219331012085927]",1
1500,NEKOR288581769,Politician/Family Member or Close Asscociates,13253,6433175,Vehicle loan,3589,598,5,2990,8,6,"[13253.0,6433175.0,598.0,2990.0,8.0,6.0]","[0.30642501743850264,2.5874961910107803,0.13180154779635744,0.14683905645276726,2.522837594874964,0.5703221835347654]",1
1502,NEKOR382311579,Retired,6429,7904437,Personal loan,4119,1373,3,4119,2,3,"[6429.0,7904437.0,1373.0,4119.0,2.0,3.0]","[0.14864607538762042,3.1792545095671545,0.30261459050902806,0.20228430552807639,0.630709398718741,0.2851610917673827]",1
1511,NEKOR488907911,Politician/Family Member or Close Asscociates,10182,7884914,Vehicle loan,5492,457,11,5027,4,12,"[10182.0,7884914.0,457.0,5027.0,4.0,12.0]","[0.23541986927932043,3.171402136806099,0.10072459421895544,0.2468762330394853,1.261418797437482,1.1406443670695308]",1
1513,NEKOR345872088,Business Owner/Personal Business,344527,8524933,Vehicle loan,315489,8763,35,306705,9,36,"[344527.0,8524933.0,8763.0,306705.0,9.0,36.0]","[7.965871273148343,3.428825061672052,1.9313996042466226,15.062298598443473,2.8381922942343345,3.4219331012085927]",1
1523,NEKOR739349082,Business Owner/Personal Business,38074,6781824,Vehicle loan,17125,2854,6,17124,8,6,"[38074.0,6781824.0,2854.0,17124.0,8.0,6.0]","[0.8803158616127329,2.727726786245593,0.6290328050347895,0.840960536019126,2.522837594874964,0.5703221835347654]",1
1526,NEKOR504620265,Lawyer/Accountant,76288,6924551,Personal loan,59411,2475,19,47025,1,24,"[76288.0,6924551.0,2475.0,47025.0,1.0,24.0]","[1.763868688625103,2.785133209800742,0.5454997170501417,2.309400210599124,0.3153546993593705,2.2812887341390615]",1
1535,NEKOR309379784,Retired,4425,6422619,Personal loan,3787,315,7,2205,7,12,"[4425.0,6422619.0,315.0,2205.0,7.0,12.0]","[0.10231122780995805,2.5832504476892773,0.06942723671547257,0.10828766537737519,2.2074828955155934,1.1406443670695308]",1
1542,NEKOR465795402,Lawyer/Accountant,34046,9792907,Occupational Loans,17183,2863,4,11452,5,6,"[34046.0,9792907.0,2863.0,11452.0,5.0,6.0]","[0.7871837428288886,3.9388186333222412,0.6310164403695173,0.5624083192297963,1.5767734967968525,0.5703221835347654]",1
1546,NEKOR897212758,Politician/Family Member or Close Asscociates,11038,9739766,Occupational Loans,8414,701,9,6309,5,12,"[11038.0,9739766.0,701.0,6309.0,5.0,12.0]","[0.2552116005799586,3.917444718406744,0.15450315218268657,0.30983532012057147,1.5767734967968525,1.1406443670695308]",1
1572,NEKOR993822972,Politician/Family Member or Close Asscociates,6622,9738045,Vehicle loan,3096,344,6,2064,0,9,"[6622.0,9738045.0,344.0,2064.0,0.0,9.0]","[0.1531084634028344,3.916752512622706,0.07581895057181766,0.10136314799950222,0.0,0.8554832753021482]",1
1581,NEKOR713917531,Business Owner/Personal Business,29803,9429687,Personal loan,12910,4303,3,12909,2,3,"[29803.0,9429687.0,4303.0,12909.0,2.0,3.0]","[0.6890805700384587,3.7927274160774225,0.9483980939259634,0.633961665467817,0.630709398718741,0.2851610917673827]",1
1588,NEKOR856850986,Retired,8546,9307467,Occupational Loans,7428,825,8,6600,7,9,"[8546.0,9307467.0,825.0,6600.0,7.0,9.0]","[0.19759361646641843,3.7435691412807106,0.18183323901671386,0.3241263453472455,2.2074828955155934,0.8554832753021482]",1
1612,NEKOR098436581,Lawyer/Accountant,32832,7453877,Personal loan,9370,390,24,9360,3,24,"[32832.0,7453877.0,390.0,9360.0,3.0,24.0]","[0.7591146285777498,2.9980341504409354,0.08595753117153747,0.4596700897651845,0.9460640980781114,2.2812887341390615]",1
1642,NEKOR470608049,Business Owner/Personal Business,36813,9817244,Vehicle loan,10056,419,20,8380,9,24,"[36813.0,9817244.0,419.0,8380.0,9.0,24.0]","[0.8511600518345731,3.948607251663982,0.09234924502788255,0.4115422384863511,2.8381922942343345,2.2812887341390615]",1
1652,NEKOR111881241,Politician/Family Member or Close Asscociates,11252,6329483,Occupational Loans,10921,1820,4,7280,0,6,"[11252.0,6329483.0,1820.0,7280.0,0.0,6.0]","[0.2601595334051182,2.5457900886525686,0.4011351454671748,0.35752118092847684,0.0,0.5703221835347654]",1
1655,NEKOR468187804,Politician/Family Member or Close Asscociates,7049,7889503,Occupational Loans,4537,378,7,2646,4,12,"[7049.0,7889503.0,378.0,2646.0,4.0,12.0]","[0.16298120787172754,3.1732478848264076,0.08331268405856708,0.12994519845285024,1.261418797437482,1.1406443670695308]",1
1681,NEKOR965853184,Lawyer/Accountant,76159,6310758,Occupational Loans,3893,432,7,3024,7,9,"[76159.0,6310758.0,432.0,3024.0,7.0,9.0]","[1.7608860562211515,2.538258680572316,0.0952144960669338,0.14850879823182883,2.2074828955155934,0.8554832753021482]",1
1686,NEKOR576001185,Business Owner/Personal Business,4391,7568789,Vehicle loan,3896,162,3,486,5,24,"[4391.0,7568789.0,162.0,486.0,5.0,24.0]","[0.10152510764147477,3.0442530644766066,0.03570543602510018,0.023867485430115347,1.5767734967968525,2.2812887341390615]",1
1701,NEKOR392868938,Lawyer/Accountant,27585,8475741,Personal loan,17893,497,10,4970,1,36,"[27585.0,8475741.0,497.0,4970.0,1.0,36.0]","[0.6377977896356368,3.4090394794940138,0.10954075126219005,0.2440769600569409,0.3153546993593705,3.4219331012085927]",1
1707,NEKOR617640286,Business Owner/Personal Business,16534,8092963,Occupational Loans,10145,422,11,4642,0,24,"[16534.0,8092963.0,422.0,4642.0,0.0,24.0]","[0.3822856136971404,3.255081812089859,0.09301045680612516,0.22796886289422932,0.0,2.2812887341390615]",1
1719,NEKOR444585487,Retired,15216,7963911,Personal loan,5290,293,3,879,8,18,"[15216.0,7963911.0,293.0,879.0,8.0,18.0]","[0.35181189657769985,3.203175629148726,0.06457835034169353,0.043167735993974055,2.522837594874964,1.7109665506042964]",1
1731,NEKOR997255093,Business Owner/Personal Business,79842,7259835,Vehicle loan,13229,1102,9,9918,10,12,"[79842.0,7259835.0,1102.0,9918.0,10.0,12.0]","[1.846041367413033,2.9199882499491694,0.24288512654111355,0.48707349896272434,3.153546993593705,1.1406443670695308]",1
1739,NEKOR630685779,Retired,4607,7196872,Vehicle loan,3295,1098,3,3294,6,3,"[4607.0,7196872.0,1098.0,3294.0,6.0,3.0]","[0.10651928282948628,2.8946638148646877,0.2420035108367901,0.16176851235967069,1.8921281961562229,0.2851610917673827]",1
1744,NEKOR718961266,Politician/Family Member or Close Asscociates,12638,9082397,Occupational Loans,7263,302,3,906,10,24,"[12638.0,9082397.0,302.0,906.0,10.0,24.0]","[0.2922054908615254,3.6530434261072857,0.06656198567642133,0.044493707406758246,3.153546993593705,2.2812887341390615]",1
1754,NEKOR795454060,Business Owner/Personal Business,55048,9647828,Occupational Loans,22344,931,14,13034,1,24,"[55048.0,9647828.0,931.0,13034.0,1.0,24.0]","[1.272774795137304,3.8804662086026194,0.20519605518128559,0.6401004220084845,0.3153546993593705,2.2812887341390615]",1
1767,NEKOR389817713,Retired,25771,6741396,Personal loan,13414,1117,8,8936,1,12,"[25771.0,6741396.0,1117.0,8936.0,1.0,12.0]","[0.5958559665289105,2.7114661845970787,0.24619118543232654,0.4388474275792402,0.3153546993593705,1.1406443670695308]",1
1770,NEKOR471448350,Politician/Family Member or Close Asscociates,3495,7460284,Occupational Loans,3121,173,7,1211,0,18,"[3495.0,7460284.0,173.0,1211.0,0.0,18.0]","[0.08080852908379738,3.000611118749089,0.038129879211989695,0.05947227336598701,0.0,1.7109665506042964]",1
1781,NEKOR075004753,Lawyer/Accountant,107399,9152896,Occupational Loans,59423,9903,3,29709,8,6,"[107399.0,9152896.0,9903.0,29709.0,8.0,6.0]","[2.483191763968742,3.6813989261473234,2.182660079978809,1.4590105445335326,2.522837594874964,0.5703221835347654]",1
1802,NEKOR007692943,Lawyer/Accountant,55004,7847981,Personal loan,32012,5335,5,26675,10,6,"[55004.0,7847981.0,5335.0,26675.0,10.0,6.0]","[1.2717574631545612,3.1565472639287715,1.1758549456414165,1.3100106457784504,3.153546993593705,0.5703221835347654]",1
1816,NEKOR297797614,Retired,6211,9293531,Vehicle loan,3480,193,12,2316,9,18,"[6211.0,9293531.0,193.0,2316.0,9.0,18.0]","[0.14360565783675694,3.7379639234966575,0.042537957733607,0.11373888118548796,2.8381922942343345,1.7109665506042964]",1
1825,NEKOR869064011,Lawyer/Accountant,76403,6905231,Vehicle loan,24975,2081,11,22891,5,12,"[76403.0,6905231.0,2081.0,22891.0,5.0,12.0]","[1.7665276244890904,2.7773624859497157,0.4586605701742807,1.124178207779363,1.5767734967968525,1.1406443670695308]",1
1841,NEKOR082822334,Business Owner/Personal Business,171126,6817660,Personal loan,17100,712,23,16376,5,24,"[171126.0,6817660.0,712.0,16376.0,5.0,24.0]","[3.95663529270212,2.742140433239661,0.1569275953695761,0.8042262168797715,1.5767734967968525,2.2812887341390615]",1
1850,NEKOR022717487,Lawyer/Accountant,57590,8183770,Personal loan,14728,613,16,9808,2,24,"[57590.0,8183770.0,613.0,9808.0,2.0,24.0]","[1.3315488383221434,3.2916054208238226,0.13510760668757044,0.4816713932069369,0.630709398718741,2.2812887341390615]",1
1851,NEKOR077115980,Lawyer/Accountant,32286,9575024,Occupational Loans,10957,913,5,4565,4,12,"[32286.0,9575024.0,913.0,4565.0,4.0,12.0]","[0.7464904635191651,3.851183611332943,0.20122878451183002,0.2241873888651781,1.261418797437482,1.1406443670695308]",1
1861,NEKOR568555612,Business Owner/Personal Business,62589,9151075,Personal loan,16305,452,9,4068,0,36,"[62589.0,9151075.0,452.0,4068.0,0.0,36.0]","[1.4471316242706136,3.68066649922534,0.09962257458855112,0.19977969285948402,0.0,3.4219331012085927]",1
1865,NEKOR291775508,Lawyer/Accountant,56923,7719229,Occupational Loans,17889,2981,6,17886,7,6,"[56923.0,7719229.0,2981.0,17886.0,7.0,6.0]","[1.3161270103110152,3.1047617444014746,0.6570241036470594,0.8783823958910353,2.2074828955155934,0.5703221835347654]",1
1868,NEKOR057016661,Politician/Family Member or Close Asscociates,5359,7928764,Personal loan,4277,475,8,3800,3,9,"[5359.0,7928764.0,475.0,3800.0,3.0,9.0]","[0.12390641126182264,3.189039105795101,0.10469186488841102,0.18661819883629285,0.9460640980781114,0.8554832753021482]",1
1872,NEKOR875802850,Retired,29996,8128072,Personal loan,12530,522,5,2610,6,24,"[29996.0,8128072.0,522.0,2610.0,6.0,24.0]","[0.6935429580536727,3.269203051411065,0.11505084941421169,0.128177236569138,1.8921281961562229,2.2812887341390615]",1
1874,NEKOR494287166,Retired,11796,8077444,Vehicle loan,10510,1751,3,5253,8,6,"[11796.0,8077444.0,1751.0,5253.0,8.0,6.0]","[0.2727374561008509,3.248839893692132,0.3859272745675951,0.2579751048650122,2.522837594874964,0.5703221835347654]",1
1878,NEKOR142309433,Business Owner/Personal Business,40331,6227321,Personal loan,19536,3256,6,19536,8,6,"[40331.0,6227321.0,3256.0,19536.0,8.0,6.0]","[0.932500368091168,2.504699369704919,0.7176351833192974,0.9594139822278466,2.522837594874964,0.5703221835347654]",1
1905,NEKOR395876745,Retired,4181,8540453,Personal loan,3282,91,14,1274,10,36,"[4181.0,8540453.0,91.0,1274.0,10.0,36.0]","[0.09666965954201913,3.435067382281159,0.020056757273358743,0.06256620666248344,3.153546993593705,3.4219331012085927]",1
1914,NEKOR989512663,Business Owner/Personal Business,229040,9855291,Occupational Loans,188194,7841,22,172502,7,24,"[229040.0,9855291.0,7841.0,172502.0,7.0,24.0]","[5.295675393806281,3.96391018801802,1.7281871844000647,8.47158224622584,2.2074828955155934,2.2812887341390615]",1
1964,NEKOR074165044,Lawyer/Accountant,6861,8953612,Personal loan,5165,215,9,1935,7,24,"[6861.0,8953612.0,215.0,1935.0,7.0,24.0]","[0.15863442576364345,3.601244633604467,0.04738684410738604,0.09502795124953334,2.2074828955155934,2.2812887341390615]",1
1972,NEKOR811062537,Business Owner/Personal Business,283318,8637372,Vehicle loan,46074,3839,9,34551,7,12,"[283318.0,8637372.0,3839.0,34551.0,7.0,12.0]","[6.550646879245581,3.474049306966337,0.8461306722244418,1.6968014178928301,2.2074828955155934,1.1406443670695308]",1
1979,NEKOR386953949,Business Owner/Personal Business,4188,9433144,Vehicle loan,4021,111,22,2442,5,36,"[4188.0,9433144.0,111.0,2442.0,5.0,36.0]","[0.09683150781200098,3.7941178608161907,0.024464835794976048,0.11992674777848082,1.5767734967968525,3.4219331012085927]",1
1986,NEKOR139274271,Lawyer/Accountant,32969,7517008,Vehicle loan,4989,138,22,3036,9,36,"[32969.0,7517008.0,138.0,3036.0,9.0,36.0]","[0.7622822304331089,3.023426157037165,0.030415741799159412,0.14909811885973293,2.8381922942343345,3.4219331012085927]",1
1989,NEKOR730382157,Business Owner/Personal Business,64158,9706634,Occupational Loans,62286,10381,6,62286,7,6,"[64158.0,9706634.0,10381.0,62286.0,7.0,6.0]","[1.4834087579279749,3.904118650982716,2.2880131566454627,3.0588687191361412,2.2074828955155934,0.5703221835347654]",1
1993,NEKOR147935475,Politician/Family Member or Close Asscociates,12428,7847678,Occupational Loans,6773,282,5,1410,6,24,"[12428.0,7847678.0,282.0,1410.0,6.0,24.0]","[0.28735004276206977,3.1564253938807973,0.06215390715480401,0.06924517377872971,1.8921281961562229,2.2812887341390615]",1
2006,NEKOR422546354,Politician/Family Member or Close Asscociates,12041,7016628,Occupational Loans,9811,1635,3,4905,0,6,"[12041.0,7016628.0,1635.0,4905.0,0.0,6.0]","[0.2784021455502158,2.822167626986611,0.3603604191422148,0.2408848066557938,0.0,0.5703221835347654]",1
2013,NEKOR255266508,Politician/Family Member or Close Asscociates,8393,8892693,Personal loan,5828,1942,3,5826,5,3,"[8393.0,8892693.0,1942.0,5826.0,5.0,3.0]","[0.1940560757082436,3.576742318579586,0.42802442444904043,0.28611516484743216,1.5767734967968525,0.2851610917673827]",1
2017,NEKOR645286016,Business Owner/Personal Business,381942,6361673,Vehicle loan,87175,4843,11,53273,1,18,"[381942.0,6361673.0,4843.0,53273.0,1.0,18.0]","[8.830950276201357,2.558737272957152,1.0674162140096306,2.6162398175278496,0.3153546993593705,1.7109665506042964]",1
2019,NEKOR187924606,Lawyer/Accountant,49216,9357368,Personal loan,9854,1642,5,8210,1,6,"[49216.0,9357368.0,1642.0,8210.0,1.0,6.0]","[1.1379320650609934,3.763639891326781,0.3619032466247808,0.4031935295910432,0.3153546993593705,0.5703221835347654]",1
2043,NEKOR129401111,Lawyer/Accountant,4867,7016925,Occupational Loans,4678,519,8,4152,1,9,"[4867.0,7016925.0,519.0,4152.0,1.0,9.0]","[0.11253079000024087,2.8222870837663083,0.11438963763596909,0.2039049372548126,0.3153546993593705,0.8554832753021482]",1
2045,NEKOR545550549,Business Owner/Personal Business,428228,7309326,Occupational Loans,162032,4500,25,112500,2,36,"[428228.0,7309326.0,4500.0,112500.0,2.0,36.0]","[9.90113727968423,2.9398940933296642,0.9918176673638939,5.5248808866007755,0.630709398718741,3.4219331012085927]",1
2053,NEKOR604998176,Politician/Family Member or Close Asscociates,12532,7268921,Vehicle loan,8343,463,15,6945,6,18,"[12532.0,7268921.0,463.0,6945.0,6.0,18.0]","[0.2897546456303716,2.923642742542877,0.10204701777544063,0.3410693133994879,1.8921281961562229,1.7109665506042964]",1
2060,NEKOR670900992,Politician/Family Member or Close Asscociates,10075,6391150,Personal loan,3566,594,6,3564,5,6,"[10075.0,6391150.0,594.0,3564.0,5.0,6.0]","[0.23294590286674066,2.57059325778928,0.13091993209203398,0.17502822648751257,1.5767734967968525,0.5703221835347654]",1
2063,NEKOR134506917,Lawyer/Accountant,54097,9306962,Personal loan,48468,4039,3,12117,5,12,"[54097.0,9306962.0,4039.0,12117.0,5.0,12.0]","[1.250786551601198,3.743366024534087,0.8902114574406149,0.5950665040261475,1.5767734967968525,1.1406443670695308]",1
2067,NEKOR830961267,Politician/Family Member or Close Asscociates,9572,9817106,Personal loan,7751,2583,3,7749,7,3,"[9572.0,9817106.0,2583.0,7749.0,7.0,3.0]","[0.2213159486094731,3.9485517464936177,0.5693033410668751,0.3805537954690614,2.2074828955155934,0.2851610917673827]",1
2073,NEKOR974208759,Lawyer/Accountant,4117,9265662,Personal loan,4092,341,8,2728,0,12,"[4117.0,9265662.0,341.0,2728.0,0.0,12.0]","[0.09518990393075645,3.7267546945626893,0.07515773879357507,0.13397222274352813,0.0,1.1406443670695308]",1
2077,NEKOR055465157,Politician/Family Member or Close Asscociates,10662,6967273,Personal loan,5903,655,3,1965,1,9,"[10662.0,6967273.0,655.0,1965.0,1.0,9.0]","[0.24651803636379047,2.802316484353722,0.14436457158296678,0.09650125281929355,0.3153546993593705,0.8554832753021482]",1
2109,NEKOR414749102,Lawyer/Accountant,31532,6501333,Occupational Loans,6139,682,3,2046,6,9,"[31532.0,6501333.0,682.0,2046.0,6.0,9.0]","[0.7290570927239768,2.6149101142115194,0.15031547758715014,0.10047916705764609,1.8921281961562229,0.8554832753021482]",1
2120,NEKOR858054678,Business Owner/Personal Business,44699,8909609,Vehicle loan,40365,6727,4,26908,6,6,"[44699.0,8909609.0,6727.0,26908.0,6.0,6.0]","[1.0334936885598451,3.5835461262744084,1.4826572107459808,1.3214532879702547,1.8921281961562229,0.5703221835347654]",1
