Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
1887,NEKOR310431958,Househusband/Housewife/Unemployed,3925,125070,Personal loan,3229,358,9,3222,6,9,"[3925.0,125070.0,358.0,3222.0,6.0,9.0]","[0.09075063709696844,0.05030457722815224,0.07890460553694978,0.1582325885922462,1.8921281961562229,0.8554832753021482]",2
1888,NEKOR872036157,Househusband/Housewife/Unemployed,4116,99192,Occupational Loans,3558,1186,3,3558,2,3,"[4116.0,99192.0,1186.0,3558.0,2.0,3.0]","[0.09516678274933048,0.03989615115067464,0.26139905633190624,0.1747335661735605,0.630709398718741,0.2851610917673827]",2
1889,NEKOR044288059,Agent/Insurance Broker,35740,488616,Vehicle loan,24528,681,12,8172,9,36,"[35740.0,488616.0,681.0,8172.0,9.0,36.0]","[0.8263510241644973,0.1965269153826724,0.15009507366106928,0.4013273476026803,2.8381922942343345,3.4219331012085927]",2
1896,NEKOR806514513,Student,19501,180693,Occupational Loans,12669,2111,3,6333,6,6,"[19501.0,180693.0,2111.0,6333.0,6.0,6.0]","[0.4508861589880208,0.07267678078745113,0.4652726879567066,0.31101396137637966,1.8921281961562229,0.5703221835347654]",2
1897,NEKOR755736642,Agent/Insurance Broker,34326,447470,Vehicle loan,21999,611,36,21996,0,36,"[34326.0,447470.0,611.0,21996.0,0.0,36.0]","[0.7936576736281628,0.17997752596371058,0.1346667988354087,1.0802247109481835,0.0,3.4219331012085927]",2
1898,NEKOR789524101,Other,16448,518904,Occupational Loans,15522,646,23,14858,10,24,"[16448.0,518904.0,646.0,14858.0,10.0,24.0]","[0.38029719209450624,0.20870909364353651,0.14238093624823897,0.729677157449905,3.153546993593705,2.2812887341390615]",2
1899,NEKOR710577848,Charity Officer,4512,533380,Occupational Loans,3504,292,8,2336,6,12,"[4512.0,533380.0,292.0,2336.0,6.0,12.0]","[0.10432277059401825,0.21453150557249415,0.06435794641561267,0.11472108223199476,1.8921281961562229,1.1406443670695308]",2
1900,NEKOR721572537,Student,15613,185529,Vehicle loan,12287,1365,8,10920,8,9,"[15613.0,185529.0,1365.0,10920.0,8.0,9.0]","[0.3609910056038136,0.07462187501848451,0.30085135910038113,0.5362817713927153,2.522837594874964,0.8554832753021482]",2
1901,NEKOR358726295,Charity Officer,14254,767605,Occupational Loans,7646,212,24,5088,8,36,"[14254.0,767605.0,212.0,5088.0,8.0,36.0]","[0.32956932004590783,0.30873946592480855,0.046725632329143445,0.24987194623133105,2.522837594874964,3.4219331012085927]",2
1903,NEKOR405821714,Business Owner/Personal Business,139917,488367,Occupational Loans,19553,543,10,5430,6,36,"[139917.0,488367.0,543.0,5430.0,6.0,36.0]","[3.2350463415787347,0.19642676474918866,0.11967933186190986,0.2666675841265974,1.8921281961562229,3.4219331012085927]",2
1906,NEKOR098667185,Charity Officer,4964,795285,Vehicle loan,4326,120,26,3120,10,36,"[4964.0,795285.0,120.0,3120.0,10.0,36.0]","[0.11477354459856086,0.3198726769080599,0.026448471129703836,0.1532233632550615,3.153546993593705,3.4219331012085927]",2
1908,NEKOR070263364,Student,9603,43857,Occupational Loans,8981,498,9,4482,5,18,"[9603.0,43857.0,498.0,4482.0,5.0,18.0]","[0.22203270523367846,0.017639784468658135,0.10976115518827091,0.2201112545221749,1.5767734967968525,1.7109665506042964]",2
1911,NEKOR068972413,Charity Officer,9100,539601,Vehicle loan,8858,2952,3,8856,8,3,"[9100.0,539601.0,2952.0,8856.0,8.0,3.0]","[0.21040275097641092,0.21703366256406956,0.6506323897907144,0.434918623393213,2.522837594874964,0.2851610917673827]",2
1912,NEKOR085627718,Agent/Insurance Broker,11873,253305,Personal loan,7252,604,3,1812,10,12,"[11873.0,253305.0,604.0,1812.0,10.0,12.0]","[0.2745177870706513,0.10188215347227236,0.13312397135284265,0.08898741481351649,3.153546993593705,1.1406443670695308]",2
1916,NEKOR044220507,Househusband/Housewife/Unemployed,5664,80053,Vehicle loan,3163,527,4,2108,2,6,"[5664.0,80053.0,527.0,2108.0,2.0,6.0]","[0.1309583715967463,0.03219822755932895,0.11615286904461601,0.10352399030181719,0.630709398718741,0.5703221835347654]",2
1918,NEKOR825888022,Agent/Insurance Broker,6094,274398,Personal loan,3647,303,7,2121,0,12,"[6094.0,274398.0,303.0,2121.0,0.0,12.0]","[0.14090047960991736,0.11036599809906868,0.06678238960250218,0.10416242098204662,0.0,1.1406443670695308]",2
1919,NEKOR974711771,Employee,11653,190100,Vehicle loan,3340,92,23,2116,0,36,"[11653.0,190100.0,92.0,2116.0,0.0,36.0]","[0.26943112715693585,0.07646038323396291,0.020277161199439606,0.10391687072041991,0.0,3.4219331012085927]",2
1921,NEKOR701602693,Teacher/Instructor,44622,661399,Occupational Loans,41541,4615,6,27690,8,9,"[44622.0,661399.0,4615.0,27690.0,8.0,9.0]","[1.0317133575900448,0.26602220415865246,1.0171641188631932,1.3598573488886707,2.522837594874964,0.8554832753021482]",2
1924,NEKOR983066121,Househusband/Housewife/Unemployed,4854,77187,Personal loan,3322,92,28,2576,10,36,"[4854.0,77187.0,92.0,2576.0,10.0,36.0]","[0.11223021464170314,0.031045489745817438,0.020277161199439606,0.12650749479007642,3.153546993593705,3.4219331012085927]",2
1925,NEKOR205206738,Charity Officer,3562,502164,Occupational Loans,3106,1035,3,3105,3,3,"[3562.0,502164.0,1035.0,3105.0,3.0,3.0]","[0.08235764823933799,0.2019760751514979,0.2281180634936956,0.1524867124701814,0.9460640980781114,0.2851610917673827]",2
1926,NEKOR283942286,Student,22461,66038,Occupational Loans,3520,391,8,3128,1,9,"[22461.0,66038.0,391.0,3128.0,1.0,9.0]","[0.5193248560089193,0.026561235076299015,0.08617793509761833,0.15361624367366422,0.3153546993593705,0.8554832753021482]",2
1928,NEKOR626405456,Househusband/Housewife/Unemployed,4210,148839,Vehicle loan,3165,527,3,1581,9,6,"[4210.0,148839.0,527.0,1581.0,9.0,6.0]","[0.09734017380337252,0.05986473950636405,0.11615286904461601,0.0776429927263629,2.8381922942343345,0.5703221835347654]",2
1929,NEKOR309293125,Agent/Insurance Broker,13639,180261,Personal loan,5585,155,8,1240,7,36,"[13639.0,180261.0,155.0,1240.0,7.0,36.0]","[0.3153497934689306,0.07250302547152755,0.03416260854253412,0.060896464883421875,2.2074828955155934,3.4219331012085927]",2
1930,NEKOR393917200,Student,6822,32346,Vehicle loan,4022,111,36,3996,7,36,"[6822.0,32346.0,111.0,3996.0,7.0,36.0]","[0.15773269968803025,0.013009929279777824,0.024464835794976048,0.19624376909205954,2.2074828955155934,3.4219331012085927]",2
1931,NEKOR775815143,Street Vendor,11004,377807,Occupational Loans,7019,389,18,7002,9,18,"[11004.0,377807.0,389.0,7002.0,9.0,18.0]","[0.25442548041147534,0.15195827463689546,0.0857371272454566,0.34386858638203227,2.8381922942343345,1.7109665506042964]",2
1933,NEKOR101947909,Police/Military,6460,1181954,Occupational Loans,4593,765,4,3060,8,6,"[6460.0,1181954.0,765.0,3060.0,8.0,6.0]","[0.14936283201182576,0.47539534878966544,0.16860900345186194,0.15027676011554109,2.522837594874964,0.5703221835347654]",2
1934,NEKOR543901244,Student,26292,170472,Occupational Loans,23442,651,27,17577,2,36,"[26292.0,170472.0,651.0,17577.0,2.0,36.0]","[0.6079021020518457,0.06856577827806484,0.14348295587864332,0.8632073897225051,0.630709398718741,3.4219331012085927]",2
1935,NEKOR833523207,Employee,13470,192807,Vehicle loan,11103,462,17,7854,7,24,"[13470.0,192807.0,462.0,7854.0,7.0,24.0]","[0.31144231380794013,0.07754916943814144,0.10182661384935977,0.3857103509632221,2.2074828955155934,2.2812887341390615]",2
1936,NEKOR437220700,Employee,11687,74516,Occupational Loans,6597,183,35,6405,7,36,"[11687.0,74516.0,183.0,6405.0,7.0,36.0]","[0.2702172473254192,0.02997118315129921,0.04033391847279835,0.3145498851438041,2.2074828955155934,3.4219331012085927]",2
1937,NEKOR006389529,Business Owner/Personal Business,47585,941122,Vehicle loan,19400,1616,5,8080,5,12,"[47585.0,941122.0,1616.0,8080.0,5.0,12.0]","[1.1002214181552212,0.3785299778533069,0.3561727445466783,0.396809222788749,1.5767734967968525,1.1406443670695308]",2
1939,NEKOR823180575,Police/Military,26280,37756,Occupational Loans,21269,590,13,7670,3,36,"[26280.0,37756.0,590.0,7670.0,3.0,36.0]","[0.6076246478747339,0.015185892842617062,0.13003831638771052,0.3766741013353595,0.9460640980781114,3.4219331012085927]",2
1940,NEKOR024725059,Docter/Nurse/Pharmacist,8896,747139,Vehicle loan,3539,589,5,2945,8,6,"[8896.0,747139.0,589.0,2945.0,8.0,6.0]","[0.20568602996551116,0.3005078078329291,0.12981791246162966,0.14462910409812696,2.522837594874964,0.5703221835347654]",2
1941,NEKOR193716173,Employee,3868,17603,Personal loan,3115,259,8,2072,2,12,"[3868.0,17603.0,259.0,2072.0,2.0,12.0]","[0.08943272975568763,0.007080126912506308,0.05708461685494411,0.10175602841810494,0.630709398718741,1.1406443670695308]",2
1943,NEKOR467469298,Agent/Insurance Broker,44270,315687,Personal loan,17893,994,13,12922,0,18,"[44270.0,315687.0,994.0,12922.0,0.0,18.0]","[1.0235747017281,0.12697290374529221,0.2190815025243801,0.6346000961480464,0.0,1.7109665506042964]",2
1944,NEKOR728362640,Student,10338,125005,Personal loan,3300,275,4,1100,0,12,"[10338.0,125005.0,275.0,1100.0,0.0,12.0]","[0.23902677358177318,0.05027843348848782,0.06061107967223796,0.054021057557874244,0.0,1.1406443670695308]",2
1946,NEKOR501198106,Charity Officer,15853,683476,Personal loan,9157,3052,3,9156,2,3,"[15853.0,683476.0,3052.0,9156.0,2.0,3.0]","[0.3665400891460486,0.27490182478283026,0.6726727823988009,0.44965163909081507,0.630709398718741,0.2851610917673827]",2
1947,NEKOR003897197,Student,8534,142175,Personal loan,4263,177,20,3540,9,24,"[8534.0,142175.0,177.0,3540.0,9.0,24.0]","[0.19731616228930668,0.057184402873691094,0.03901149491631316,0.17384958523170438,2.8381922942343345,2.2812887341390615]",2
1951,NEKOR588057933,Employee,39713,41226,Occupational Loans,30353,3372,6,20232,4,9,"[39713.0,41226.0,3372.0,20232.0,4.0,9.0]","[0.9182114779699129,0.016581566329318016,0.7432020387446778,0.9935945786462834,1.261418797437482,0.8554832753021482]",2
1956,NEKOR239620757,Tour Guide,8124,605368,Occupational Loans,6825,758,9,6822,8,9,"[8124.0,605368.0,758.0,6822.0,8.0,9.0]","[0.18783647790465519,0.2434858983565369,0.1670661759692959,0.335028776963471,2.522837594874964,0.8554832753021482]",2
1961,NEKOR404018696,Charity Officer,5008,725927,Personal loan,3817,106,18,1908,4,36,"[5008.0,725927.0,106.0,1908.0,4.0,36.0]","[0.11579087658130394,0.2919761000519779,0.023362816164571722,0.09370197983674915,1.261418797437482,3.4219331012085927]",2
1962,NEKOR296662780,Police/Military,3228,998641,Vehicle loan,3111,518,3,1554,7,6,"[3228.0,998641.0,518.0,1554.0,7.0,6.0]","[0.07463517364306092,0.4016647741880482,0.11416923370988823,0.0763170213135787,2.2074828955155934,0.5703221835347654]",2
1968,NEKOR987782989,Employee,22074,19979,Personal loan,5268,292,18,5256,5,18,"[22074.0,19979.0,292.0,5256.0,5.0,18.0]","[0.5103769587970653,0.00803578115008598,0.06435794641561267,0.25812243502198823,1.5767734967968525,1.7109665506042964]",2
1970,NEKOR396764185,Street Vendor,20821,50633,Personal loan,8604,1434,3,4302,3,6,"[20821.0,50633.0,1434.0,4302.0,3.0,6.0]","[0.4814061184703134,0.020365168775829796,0.31605922999996083,0.21127144510361365,0.9460640980781114,0.5703221835347654]",2
1973,NEKOR265728028,Police/Military,3581,718872,Personal loan,3471,385,5,1925,6,9,"[3581.0,718872.0,385.0,1925.0,6.0,9.0]","[0.08279695068643159,0.2891384987699389,0.08485551154113313,0.09453685072627993,1.8921281961562229,0.8554832753021482]",2
1974,NEKOR332892911,Charity Officer,22446,186109,Vehicle loan,11071,922,10,9220,5,12,"[22446.0,186109.0,922.0,9220.0,5.0,12.0]","[0.5189780382875296,0.07485515761856709,0.2032124198465578,0.4527946824396369,1.5767734967968525,1.1406443670695308]",2
1975,NEKOR325798041,Charity Officer,8105,29017,Personal loan,5928,494,4,1976,8,12,"[8105.0,29017.0,494.0,1976.0,8.0,12.0]","[0.1873971754575616,0.011670967597579705,0.10887953948394746,0.09704146339487228,2.522837594874964,1.1406443670695308]",2
1977,NEKOR943863777,Tour Guide,14652,979893,Vehicle loan,9367,1561,3,4683,3,6,"[14652.0,979893.0,1561.0,4683.0,3.0,6.0]","[0.3387715502534476,0.3941241152460685,0.34405052861223073,0.22998237503956825,0.9460640980781114,0.5703221835347654]",2
1980,NEKOR020985931,Docter/Nurse/Pharmacist,9970,1080975,Personal loan,8832,981,7,6867,3,9,"[9970.0,1080975.0,981.0,6867.0,3.0,9.0]","[0.23051817881701284,0.4347804459039088,0.21621625148532886,0.33723872931811133,0.9460640980781114,0.8554832753021482]",2
1982,NEKOR487614276,Agent/Insurance Broker,7958,342689,Personal loan,3396,377,7,2639,4,9,"[7958.0,342689.0,377.0,2639.0,4.0,9.0]","[0.18399836178794265,0.13783341541327468,0.08309228013248622,0.12960142808657285,1.261418797437482,0.8554832753021482]",2
1984,NEKOR690596616,Charity Officer,13737,976964,Vehicle loan,10818,450,14,6300,6,24,"[13737.0,976964.0,450.0,6300.0,6.0,24.0]","[0.31761566924867657,0.3929460381156515,0.09918176673638938,0.3093933296496434,1.8921281961562229,2.2812887341390615]",2
1985,NEKOR000077227,Househusband/Housewife/Unemployed,3446,12618,Personal loan,3328,184,16,2944,10,18,"[3446.0,12618.0,184.0,2944.0,10.0,18.0]","[0.0796755911939244,0.005075103185934477,0.04055432239887921,0.14457999404580163,3.153546993593705,1.7109665506042964]",2
1987,NEKOR367111461,Police/Military,8404,287487,Occupational Loans,6273,1045,5,5225,10,6,"[8404.0,287487.0,1045.0,5225.0,10.0,6.0]","[0.19431040870392938,0.11563054284472539,0.23032210275450424,0.2566000233999027,3.153546993593705,0.5703221835347654]",2
1991,NEKOR498777578,Agent/Insurance Broker,14007,420635,Occupational Loans,9422,3140,3,9420,9,3,"[14007.0,420635.0,3140.0,9420.0,9.0,3.0]","[0.32385838823369095,0.16918418359609674,0.692068327893917,0.4626166929047049,2.8381922942343345,0.2851610917673827]",2
1992,NEKOR925366992,Househusband/Housewife/Unemployed,5700,15407,Personal loan,3642,101,16,1616,2,36,"[5700.0,15407.0,101.0,1616.0,2.0,36.0]","[0.13179073412808157,0.006196870723228125,0.022260796534167394,0.0793618445577498,0.630709398718741,3.4219331012085927]",2
1998,NEKOR802480587,Docter/Nurse/Pharmacist,23059,54559,Personal loan,4438,369,4,1476,5,12,"[23059.0,54559.0,369.0,1476.0,5.0,12.0]","[0.5331513225016549,0.021944250651561192,0.0813290487238393,0.07248643723220217,1.5767734967968525,1.1406443670695308]",2
2000,NEKOR356097972,Agent/Insurance Broker,19636,180612,Personal loan,6238,173,29,5017,7,36,"[19636.0,180612.0,173.0,5017.0,7.0,36.0]","[0.454007518480528,0.07264420166571546,0.038129879211989695,0.2463851325162319,2.2074828955155934,3.4219331012085927]",2
2002,NEKOR328696509,Docter/Nurse/Pharmacist,92135,206604,Occupational Loans,28483,9494,3,28482,0,3,"[92135.0,206604.0,9494.0,28482.0,0.0,3.0]","[2.130270050682596,0.08309847984045067,2.092514874211735,1.3987525103303402,0.0,0.2851610917673827]",2
2003,NEKOR764130129,Agent/Insurance Broker,33343,285332,Personal loan,11168,1861,3,5583,1,6,"[33343.0,285332.0,1861.0,5583.0,1.0,6.0]","[0.7709295522864252,0.11476377732200477,0.4101717064364903,0.27418142213237445,0.3153546993593705,0.5703221835347654]",2
2004,NEKOR296950944,Charity Officer,16408,822917,Personal loan,11675,1297,9,11673,0,9,"[16408.0,822917.0,1297.0,11673.0,0.0,9.0]","[0.37937234483746707,0.3309865817450976,0.2858638921268823,0.5732616407936965,0.0,0.8554832753021482]",2
2005,NEKOR796675247,Other,4123,8641,Personal loan,3258,1086,3,3258,2,3,"[4123.0,8641.0,1086.0,3258.0,2.0,3.0]","[0.09532863101931233,0.0034755085298509916,0.23935866372381973,0.16000055047595846,0.630709398718741,0.2851610917673827]",2
2007,NEKOR820631979,Employee,31844,127256,Occupational Loans,11709,3903,3,11709,6,3,"[31844.0,127256.0,3903.0,11709.0,6.0,3.0]","[0.7362709013288823,0.0511838113036359,0.8602365234936172,0.5750296026774087,1.8921281961562229,0.2851610917673827]",2
2009,NEKOR213337270,Househusband/Housewife/Unemployed,3275,138775,Personal loan,3104,258,10,2580,7,12,"[3275.0,138775.0,258.0,2580.0,7.0,12.0]","[0.07572186917008195,0.05581688418355183,0.05686421292886325,0.12670393499937777,2.2074828955155934,1.1406443670695308]",2
2016,NEKOR288987631,Police/Military,13254,222494,Personal loan,5473,912,4,3648,0,6,"[13254.0,222494.0,912.0,3648.0,0.0,6.0]","[0.3064481386199286,0.08948961865995447,0.20100838058574916,0.17915347088284114,0.0,0.5703221835347654]",2
2023,NEKOR639811282,Police/Military,3880,123896,Personal loan,3308,275,6,1650,9,12,"[3880.0,123896.0,275.0,1650.0,9.0,12.0]","[0.08971018393279938,0.04983238106867474,0.06061107967223796,0.08103158633681137,2.8381922942343345,1.1406443670695308]",2
2024,NEKOR587757423,Student,14197,11249,Occupational Loans,4491,187,15,2805,6,24,"[14197.0,11249.0,187.0,2805.0,6.0,24.0]","[0.328251412704627,0.004524475807463697,0.04121553417712181,0.13775369677257931,1.8921281961562229,2.2812887341390615]",2
2025,NEKOR530640915,Househusband/Housewife/Unemployed,7789,68653,Vehicle loan,3372,187,4,748,7,18,"[7789.0,68653.0,187.0,748.0,7.0,18.0]","[0.18009088212695215,0.02761301783356789,0.04121553417712181,0.03673431913935449,2.2074828955155934,1.7109665506042964]",2
2027,NEKOR555564090,Police/Military,5814,350447,Personal loan,5745,638,9,5742,0,9,"[5814.0,350447.0,638.0,5742.0,0.0,9.0]","[0.1344265488106432,0.14095377129506892,0.14061770483959207,0.2819899204521036,0.0,0.8554832753021482]",2
2033,NEKOR811791691,Student,25433,103659,Personal loan,14743,1638,3,4914,4,9,"[25433.0,103659.0,1638.0,4914.0,4.0,9.0]","[0.5880410072069295,0.041692829382689964,0.36102163092045736,0.24132679712672186,1.261418797437482,0.8554832753021482]",2
2035,NEKOR410139393,Judge/Attorney,49247,264314,Personal loan,34906,969,14,13566,4,36,"[49247.0,264314.0,969.0,13566.0,4.0,36.0]","[1.1386488216851987,0.10631009854866741,0.21357140437235847,0.6662269698455655,1.261418797437482,3.4219331012085927]",2
2036,NEKOR362397468,Househusband/Housewife/Unemployed,5245,148346,Occupational Loans,4781,132,31,4092,5,36,"[5245.0,148346.0,132.0,4092.0,5.0,36.0]","[0.12127059657926102,0.059666449296293854,0.02909331824267422,0.20095833411529218,1.5767734967968525,3.4219331012085927]",2
2039,NEKOR238895246,Business Owner/Personal Business,92608,792579,Occupational Loans,64472,2686,7,18802,0,24,"[92608.0,792579.0,2686.0,18802.0,0.0,24.0]","[2.1412063694970835,0.3187842929152609,0.5920049454532041,0.9233672038210469,0.0,2.2812887341390615]",2
2040,NEKOR232942365,Tour Guide,14049,699323,Vehicle loan,11087,307,31,9517,6,36,"[14049.0,699323.0,307.0,9517.0,6.0,36.0]","[0.32482947785358207,0.2812756685130176,0.06766400530682565,0.4673803679802629,1.8921281961562229,3.4219331012085927]",2
2042,NEKOR263216001,Employee,10967,27161,Vehicle loan,10300,3433,3,10299,3,3,"[10967.0,27161.0,3433.0,10299.0,3.0,3.0]","[0.2535699966987141,0.010924463277315447,0.7566466782356106,0.5057844288986789,0.9460640980781114,0.2851610917673827]",2
2044,NEKOR362087545,Police/Military,30491,216872,Personal loan,21240,590,24,14160,1,36,"[30491.0,216872.0,590.0,14160.0,1.0,36.0]","[0.7049879428595325,0.08722838628467125,0.13003831638771052,0.6953983409268175,0.3153546993593705,3.4219331012085927]",2
2048,NEKOR913787233,Househusband/Housewife/Unemployed,5934,146296,Occupational Loans,5104,850,3,2550,3,6,"[5934.0,146296.0,850.0,2550.0,3.0,6.0]","[0.1372010905817607,0.05884191596841577,0.1873433371687355,0.12523063342961757,0.9460640980781114,0.5703221835347654]",2
2050,NEKOR676018022,Judge/Attorney,27611,374121,Personal loan,20250,6750,3,20250,5,3,"[27611.0,374121.0,6750.0,20250.0,5.0,3.0]","[0.6383989403527123,0.1504757234922327,1.4877265010458407,0.9944785595881396,1.5767734967968525,0.2851610917673827]",2
2052,NEKOR578961888,Charity Officer,4823,562854,Personal loan,4486,498,9,4482,10,9,"[4823.0,562854.0,498.0,4482.0,10.0,9.0]","[0.11151345801749779,0.22638628377048375,0.10976115518827091,0.2201112545221749,3.153546993593705,0.8554832753021482]",2
2054,NEKOR252362676,Student,27301,125418,Vehicle loan,23788,991,12,11892,6,24,"[27301.0,125418.0,991.0,11892.0,6.0,24.0]","[0.6312313741106588,0.05044454678820179,0.2184202907461375,0.584016742252946,1.8921281961562229,2.2812887341390615]",2
2056,NEKOR934563659,Househusband/Housewife/Unemployed,5979,72621,Personal loan,4962,551,6,3306,2,9,"[5979.0,72621.0,551.0,3306.0,2.0,9.0]","[0.13824154374592976,0.0292089925872363,0.12144256327055677,0.16235783298757478,0.630709398718741,0.8554832753021482]",2
2057,NEKOR102744654,Agent/Insurance Broker,4212,120779,Personal loan,3210,1070,3,3210,3,3,"[4212.0,120779.0,1070.0,3210.0,3.0,3.0]","[0.09738641616622448,0.048578688198920604,0.23583220090652587,0.1576432679643421,0.9460640980781114,0.2851610917673827]",2
2059,NEKOR931347878,Student,16642,83415,Personal loan,7340,815,3,2445,3,9,"[16642.0,83415.0,815.0,2445.0,3.0,9.0]","[0.3847827012911462,0.03355046221704901,0.17962919975590522,0.12007407793545685,0.9460640980781114,0.8554832753021482]",2
2062,NEKOR458796047,Student,6507,72870,Vehicle loan,3123,130,9,1170,0,24,"[6507.0,72870.0,130.0,1170.0,0.0,24.0]","[0.1504495275388468,0.02930914322072003,0.02865251039051249,0.05745876122064806,0.0,2.2812887341390615]",2
2069,NEKOR014759862,Employee,6100,26127,Vehicle loan,5458,454,7,3178,9,12,"[6100.0,26127.0,454.0,3178.0,9.0,12.0]","[0.14103920669847325,0.01050857671096133,0.10006338244071285,0.15607174628993123,2.8381922942343345,1.1406443670695308]",2
2071,NEKOR815216040,Employee,14945,119586,Personal loan,12549,522,6,3132,4,24,"[14945.0,119586.0,522.0,3132.0,4.0,24.0]","[0.34554605641125946,0.048098850023233504,0.11505084941421169,0.15381268388296557,1.261418797437482,2.2812887341390615]",2
2072,NEKOR202392576,Charity Officer,8565,187943,Occupational Loans,6732,280,18,5040,8,24,"[8565.0,187943.0,280.0,5040.0,8.0,24.0]","[0.19803291891351202,0.07559281328848338,0.06171309930264228,0.24751466371971473,2.522837594874964,2.2812887341390615]",2
2075,NEKOR426377629,Househusband/Housewife/Unemployed,6182,181525,Personal loan,5102,141,15,2115,6,36,"[6182.0,181525.0,141.0,2115.0,6.0,36.0]","[0.14293514357540354,0.0730114206551558,0.031076953577402006,0.10386776066809457,1.8921281961562229,3.4219331012085927]",2
2078,NEKOR902560059,Student,8414,79044,Vehicle loan,3507,584,5,2920,10,6,"[8414.0,79044.0,584.0,2920.0,10.0,6.0]","[0.19454162051818916,0.03179239627746115,0.12871589283122534,0.14340135278999344,3.153546993593705,0.5703221835347654]",2
2080,NEKOR558793459,Employee,14529,118262,Vehicle loan,9760,542,3,1626,8,18,"[14529.0,118262.0,542.0,1626.0,8.0,18.0]","[0.3359276449380521,0.04756632215683809,0.11945892793582899,0.0798529450810032,2.522837594874964,1.7109665506042964]",2
2082,NEKOR623227211,Judge/Attorney,97903,157545,Personal loan,56368,2348,7,16436,6,24,"[97903.0,157545.0,2348.0,16436.0,6.0,24.0]","[2.2636330251476435,0.06336639177587947,0.5175084184378718,0.8071728200192919,1.8921281961562229,2.2812887341390615]",2
2083,NEKOR530369750,Tour Guide,17943,771801,Personal loan,9102,379,11,4169,4,24,"[17943.0,771801.0,379.0,4169.0,4.0,24.0]","[0.4148633583263452,0.31042714487299217,0.08353308798464795,0.2047398081443434,1.261418797437482,2.2812887341390615]",2
2084,NEKOR014281036,Police/Military,8473,341009,Vehicle loan,4600,127,28,3556,3,36,"[8473.0,341009.0,127.0,3556.0,3.0,36.0]","[0.19590577022232195,0.1371577002957941,0.027991298612269892,0.17463534606890985,0.9460640980781114,3.4219331012085927]",2
2086,NEKOR406686098,Charity Officer,3999,68743,Vehicle loan,3572,1190,3,3570,4,3,"[3999.0,68743.0,1190.0,3570.0,4.0,3.0]","[0.0924616045224909,0.027649216857718633,0.2622806720362297,0.1753228868014646,1.261418797437482,0.2851610917673827]",2
2091,NEKOR321442766,Other,5708,1098098,Personal loan,3875,1291,3,3873,9,3,"[5708.0,1098098.0,1291.0,3873.0,9.0,3.0]","[0.1319757035794894,0.4416675113542778,0.2845414685703971,0.1902032326560427,2.8381922942343345,0.2851610917673827]",2
2095,NEKOR222944395,Teacher/Instructor,16895,395827,Occupational Loans,14306,596,13,7748,8,24,"[16895.0,395827.0,596.0,7748.0,8.0,24.0]","[0.39063236019191894,0.15920612369463355,0.13136073994419573,0.38050468541673604,2.522837594874964,2.2812887341390615]",2
2096,NEKOR287394560,Househusband/Housewife/Unemployed,7709,152497,Personal loan,5533,922,4,3688,5,6,"[7709.0,152497.0,922.0,3688.0,5.0,6.0]","[0.17824118761287383,0.06133602873240212,0.2032124198465578,0.18111787297585474,1.5767734967968525,0.5703221835347654]",2
2098,NEKOR990197023,Employee,59034,31048,Vehicle loan,35446,2953,3,8859,8,12,"[59034.0,31048.0,2953.0,8859.0,8.0,12.0]","[1.3649358243012573,0.012487858909248188,0.6508527937167953,0.43506595355018907,2.522837594874964,1.1406443670695308]",2
2099,NEKOR980506488,Agent/Insurance Broker,15877,343585,Occupational Loans,5137,570,3,1710,3,9,"[15877.0,343585.0,570.0,1710.0,3.0,9.0]","[0.3670949975002721,0.13819379680926433,0.12563023786609323,0.08397818947633179,0.9460640980781114,0.8554832753021482]",2
2103,NEKOR216095156,Police/Military,27267,1150457,Personal loan,14906,828,15,12420,7,18,"[27267.0,1150457.0,828.0,12420.0,7.0,18.0]","[0.6304452539421754,0.46272689697104297,0.18249445079495646,0.6099468498807256,2.2074828955155934,1.7109665506042964]",2
2104,NEKOR032421272,Student,21091,77417,Occupational Loans,10873,1208,5,6040,9,9,"[21091.0,77417.0,1208.0,6040.0,9.0,9.0]","[0.4876488374553278,0.031137998363091567,0.2662479427056853,0.29662471604505497,2.8381922942343345,0.8554832753021482]",2
2105,NEKOR409891850,Employee,21938,109707,Vehicle loan,18196,758,15,11370,10,24,"[21938.0,109707.0,758.0,11370.0,10.0,24.0]","[0.5072324781231322,0.044125403805620037,0.1670661759692959,0.5583812949391184,3.153546993593705,2.2812887341390615]",2
2106,NEKOR589435156,Docter/Nurse/Pharmacist,22730,880952,Vehicle loan,11034,1226,9,11034,8,9,"[22730.0,880952.0,1226.0,11034.0,8.0,9.0]","[0.5255444538125077,0.3543289191516365,0.2702152133751409,0.5418803173578041,2.522837594874964,0.8554832753021482]",2
2107,NEKOR321318736,Charity Officer,3636,996279,Occupational Loans,3437,143,16,2288,5,24,"[3636.0,996279.0,143.0,2288.0,5.0,24.0]","[0.08406861566486044,0.4007147509097808,0.03151776142956374,0.11236379972037844,1.5767734967968525,2.2812887341390615]",2
