Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
1848,NEKOR906200491,Docter/Nurse/Pharmacist,45691,1738754,Personal loan,22265,3710,5,18550,1,6,"[45691.0,1738754.0,3710.0,18550.0,1.0,6.0]","[1.0564299005344167,0.6993466448689424,0.8176985657600102,0.9109914706350611,0.3153546993593705,0.5703221835347654]",0
1854,NEKOR445271374,Lawyer/Accountant,37550,1989150,Personal loan,19959,3326,5,16630,7,6,"[37550.0,1989150.0,3326.0,16630.0,7.0,6.0]","[0.8682003625455198,0.8000587654383868,0.733063458144958,0.816700170170408,2.2074828955155934,0.5703221835347654]",0
1866,NEKOR050135742,Street Vendor,46743,2528665,Occupational Loans,24300,1350,7,9450,9,18,"[46743.0,2528665.0,1350.0,9450.0,9.0,18.0]","[1.0807533833945469,1.0170578378238233,0.29754530020916814,0.4640899944744651,2.8381922942343345,1.7109665506042964]",0
1867,NEKOR027597105,Docter/Nurse/Pharmacist,25204,1935986,Occupational Loans,10843,451,19,8569,9,24,"[25204.0,1935986.0,451.0,8569.0,9.0,24.0]","[0.5827462566603803,0.7786755996611622,0.09940217066247024,0.42082403837584037,2.8381922942343345,2.2812887341390615]",0
1881,NEKOR349472157,Judge/Attorney,44668,3176298,Occupational Loans,39042,1084,4,4336,1,36,"[44668.0,3176298.0,1084.0,4336.0,1.0,36.0]","[1.03277693193564,1.2775432001329297,0.23891785587165798,0.21294118688267522,0.3153546993593705,3.4219331012085927]",0
1884,NEKOR218994942,Tour Guide,14686,1751456,Occupational Loans,4555,189,21,3969,1,24,"[14686.0,1751456.0,189.0,3969.0,1.0,24.0]","[0.33955767042193086,0.7044555338107509,0.04165634202928354,0.19491779767927533,0.3153546993593705,2.2812887341390615]",0
1890,NEKOR363315634,Judge/Attorney,15432,1224802,Occupational Loans,6247,1041,4,4164,1,6,"[15432.0,1224802.0,1041.0,4164.0,1.0,6.0]","[0.35680607176571133,0.49262930197645577,0.22944048705018077,0.2044942578827167,0.3153546993593705,0.5703221835347654]",0
1891,NEKOR550671285,Other,43911,3020775,Occupational Loans,38522,6420,3,19260,5,6,"[43911.0,3020775.0,6420.0,19260.0,5.0,6.0]","[1.0152741975961737,1.2149900797663036,1.4149932054391552,0.9458596077860527,1.5767734967968525,0.5703221835347654]",0
1892,NEKOR385400441,Tour Guide,29281,1967298,Vehicle loan,4293,238,4,952,10,18,"[29281.0,1967298.0,238.0,952.0,10.0,18.0]","[0.6770113133340976,0.7912696423745859,0.05245613440724594,0.04675276981372389,3.153546993593705,1.7109665506042964]",0
1893,NEKOR935435300,Docter/Nurse/Pharmacist,48774,1742409,Vehicle loan,35825,2985,4,11940,8,12,"[48774.0,1742409.0,2985.0,11940.0,8.0,12.0]","[1.1277125028707105,0.7008167274608421,0.6579057193513829,0.5863740247645622,2.522837594874964,1.1406443670695308]",0
1894,NEKOR691992667,Police/Military,20987,1989523,Personal loan,3837,213,18,3834,2,18,"[20987.0,1989523.0,213.0,3834.0,2.0,18.0]","[0.4852442345870259,0.8002087902829227,0.04694603625522431,0.18828794061535442,0.630709398718741,1.7109665506042964]",0
1895,NEKOR063782043,Tour Guide,39177,2307096,Personal loan,24405,1355,17,23035,6,18,"[39177.0,2307096.0,1355.0,23035.0,6.0,18.0]","[0.905818524725588,0.9279402646898627,0.2986473198395725,1.131250055314212,1.8921281961562229,1.7109665506042964]",0
1902,NEKOR805354770,Teacher/Instructor,4494,2871196,Personal loan,3213,357,3,1071,4,9,"[4494.0,2871196.0,357.0,1071.0,4.0,9.0]","[0.10390658932835062,1.1548277038391446,0.0786842016108689,0.05259686604043938,1.261418797437482,0.8554832753021482]",0
1909,NEKOR870844708,Business Owner/Personal Business,10528,1934444,Vehicle loan,5003,833,6,4998,8,6,"[10528.0,1934444.0,833.0,4998.0,8.0,6.0]","[0.24341979805270925,0.7780553897140461,0.18359647042536079,0.24545204152205044,2.522837594874964,0.5703221835347654]",0
1910,NEKOR115989056,Retired,21943,1516863,Personal loan,13249,736,3,2208,6,18,"[21943.0,1516863.0,736.0,2208.0,6.0,18.0]","[0.5073480840302621,0.6100995596707979,0.16221728959551684,0.10843499553435121,1.8921281961562229,1.7109665506042964]",0
1913,NEKOR178961693,Police/Military,4636,1567538,Vehicle loan,3445,191,3,573,6,18,"[4636.0,1567538.0,191.0,573.0,6.0,18.0]","[0.10718979709083967,0.6304816213245648,0.04209714988144527,0.02814005998241995,1.8921281961562229,1.7109665506042964]",0
1915,NEKOR988744471,Police/Military,19297,1765871,Personal loan,16168,1796,6,10776,1,9,"[19297.0,1765871.0,1796.0,10776.0,1.0,9.0]","[0.44616943797712105,0.7102534108455619,0.39584545124123405,0.5292099238578662,0.3153546993593705,0.8554832753021482]",0
1922,NEKOR035554307,Tour Guide,19039,2346792,Personal loan,17378,1448,5,7240,7,12,"[19039.0,2346792.0,1448.0,7240.0,7.0,12.0]","[0.4402041731692184,0.9439064476086181,0.31914488496509297,0.3555567788354632,2.2074828955155934,1.1406443670695308]",0
1923,NEKOR813223423,Street Vendor,53425,1734176,Vehicle loan,26163,8721,3,26163,0,3,"[53425.0,1734176.0,8721.0,26163.0,0.0,3.0]","[1.2352491176829399,0.6975053211738078,1.9221426393512262,1.2848662989878763,0.0,0.2851610917673827]",0
1927,NEKOR995216168,Other,9959,2616103,Personal loan,7903,1317,3,3951,10,6,"[9959.0,2616103.0,1317.0,3951.0,10.0,6.0]","[0.23026384582132706,1.0522263964204106,0.2902719706484996,0.19403381673741923,3.153546993593705,0.5703221835347654]",0
1932,NEKOR378790834,Tour Guide,62104,1841821,Vehicle loan,49473,1374,22,30228,8,36,"[62104.0,1841821.0,1374.0,30228.0,8.0,36.0]","[1.4359178512790136,0.7408013651149964,0.3028349944351089,1.4844986616903844,2.522837594874964,3.4219331012085927]",0
1938,NEKOR226968901,Police/Military,14521,1347536,Vehicle loan,4094,341,10,3410,1,12,"[14521.0,1347536.0,341.0,3410.0,1.0,12.0]","[0.33574267548664427,0.5419943134222065,0.07515773879357507,0.16746527842941017,0.3153546993593705,1.1406443670695308]",0
1949,NEKOR548964638,Politician/Family Member or Close Asscociates,11922,3036412,Occupational Loans,9342,519,14,7266,10,18,"[11922.0,3036412.0,519.0,7266.0,10.0,18.0]","[0.2756507249605243,1.221279459106806,0.11438963763596909,0.35683364019592206,3.153546993593705,1.7109665506042964]",0
1955,NEKOR705654518,Police/Military,11125,1997607,Personal loan,7130,396,18,7128,1,18,"[11125.0,1997607.0,396.0,7128.0,1.0,18.0]","[0.25722314336401886,0.8034602670744184,0.08727995472802266,0.35005645297502513,0.3153546993593705,1.7109665506042964]",0
1965,NEKOR677601285,Other,28724,2158523,Occupational Loans,8018,222,10,2220,5,36,"[28724.0,2158523.0,222.0,2220.0,5.0,36.0]","[0.6641328152798271,0.8681825134104331,0.048929671589952095,0.1090243161622553,1.5767734967968525,3.4219331012085927]",0
1966,NEKOR741697193,Judge/Attorney,31527,2829877,Occupational Loans,5114,284,4,1136,0,18,"[31527.0,2829877.0,284.0,1136.0,0.0,18.0]","[0.7289414868168469,1.1382087318515375,0.06259471500696574,0.05578901944158649,0.0,1.7109665506042964]",0
1967,NEKOR400413762,Lawyer/Accountant,82124,2842028,Personal loan,46338,3861,8,30888,2,12,"[82124.0,2842028.0,3861.0,30888.0,2.0,12.0]","[1.8988039034271176,1.1430960023232675,0.8509795585982209,1.5169112962251088,0.630709398718741,1.1406443670695308]",0
1976,NEKOR233139887,Police/Military,3261,1783087,Vehicle loan,3099,344,6,2064,4,9,"[3261.0,1783087.0,344.0,2064.0,4.0,9.0]","[0.07539817263011823,0.71717788195422,0.07581895057181766,0.10136314799950222,1.261418797437482,0.8554832753021482]",0
1978,NEKOR289734915,Docter/Nurse/Pharmacist,25854,1950406,Personal loan,20283,1126,14,15764,9,18,"[25854.0,1950406.0,1126.0,15764.0,9.0,18.0]","[0.5977750245872668,0.7844754877528705,0.24817482076705433,0.7741708648566633,2.8381922942343345,1.7109665506042964]",0
1981,NEKOR240298051,Business Owner/Personal Business,43472,1744963,Personal loan,24824,1379,4,5516,10,18,"[43472.0,1744963.0,1379.0,5516.0,10.0,18.0]","[1.0051239989501688,0.7018439753239644,0.30393701406551327,0.27089104862657665,3.153546993593705,1.7109665506042964]",0
1988,NEKOR815522586,Business Owner/Personal Business,126959,2591890,Occupational Loans,23713,7904,3,23712,8,3,"[126959.0,2591890.0,7904.0,23712.0,8.0,3.0]","[2.935442072660896,1.042487652289722,1.7420726317431594,1.1644975607384673,2.522837594874964,0.2851610917673827]",0
1990,NEKOR623263827,Street Vendor,26721,1841754,Personal loan,19764,2196,8,17568,0,9,"[26721.0,1841754.0,2196.0,17568.0,0.0,9.0]","[0.6178210888835908,0.740774416952573,0.4840070216735802,0.862765399251577,0.0,0.8554832753021482]",0
1994,NEKOR566138770,Other,5743,1617042,Personal loan,3562,593,3,1779,0,6,"[5743.0,1617042.0,593.0,1779.0,0.0,6.0]","[0.13278494492939866,0.6503926934529924,0.13069952816595312,0.08736678308678025,0.0,0.5703221835347654]",0
1995,NEKOR542201282,Lawyer/Accountant,41336,2159932,Vehicle loan,3144,174,4,696,1,18,"[41336.0,2159932.0,174.0,696.0,1.0,18.0]","[0.9557371554242771,0.8687492292440819,0.03835028313807056,0.03418059641843679,0.3153546993593705,1.7109665506042964]",0
1997,NEKOR832129653,Judge/Attorney,9247,2499129,Occupational Loans,3989,110,26,2860,8,36,"[9247.0,2499129.0,110.0,2860.0,8.0,36.0]","[0.21380156464602987,1.0051781225203078,0.024244431868895182,0.14045474965047303,2.522837594874964,3.4219331012085927]",0
1999,NEKOR395067770,Retired,6185,1318538,Personal loan,4157,173,12,2076,5,24,"[6185.0,1318538.0,173.0,2076.0,5.0,24.0]","[0.1430045071196815,0.5303309878408363,0.038129879211989695,0.1019524686274063,1.5767734967968525,2.2812887341390615]",0
2011,NEKOR509631740,Docter/Nurse/Pharmacist,24837,1523620,Vehicle loan,5811,322,4,1288,8,18,"[24837.0,1523620.0,322.0,1288.0,8.0,18.0]","[0.574260783077046,0.61281730196176,0.07097006419803863,0.06325374739503821,2.522837594874964,1.7109665506042964]",0
2012,NEKOR122241239,Docter/Nurse/Pharmacist,12824,1390784,Personal loan,4774,397,5,1985,9,12,"[12824.0,1390784.0,397.0,1985.0,9.0,12.0]","[0.2965060306067575,0.5593891511607779,0.08750035865410352,0.09748345386580035,2.8381922942343345,1.1406443670695308]",0
2014,NEKOR629700697,Business Owner/Personal Business,81591,2037324,Occupational Loans,72425,24141,3,72423,9,3,"[81591.0,2037324.0,24141.0,72423.0,9.0,3.0]","[1.8864803137270707,0.8194348964321423,5.320771179518169,3.556697319558115,2.8381922942343345,0.2851610917673827]",0
2015,NEKOR122164048,Lawyer/Accountant,96500,1781920,Vehicle loan,27913,4652,6,27912,2,6,"[96500.0,1781920.0,4652.0,27912.0,2.0,6.0]","[2.231194007606995,0.7167085012743987,1.0253190641281853,1.3707597805048963,0.630709398718741,0.5703221835347654]",0
2018,NEKOR726062630,Tour Guide,35578,1257405,Occupational Loans,32254,10751,3,32253,2,3,"[35578.0,1257405.0,10751.0,32253.0,2.0,3.0]","[0.8226053927734888,0.505742599580753,2.3695626092953828,1.5839465176491982,0.630709398718741,0.2851610917673827]",0
2022,NEKOR798449377,Police/Military,29845,1572889,Personal loan,14814,823,11,9053,6,18,"[29845.0,1572889.0,823.0,9053.0,6.0,18.0]","[0.6900516596583499,0.6326338544160163,0.18139243116455214,0.44459330370130506,1.8921281961562229,1.7109665506042964]",0
2028,NEKOR948759556,Police/Military,11085,1349238,Occupational Loans,3112,345,9,3105,1,9,"[11085.0,1349238.0,345.0,3105.0,1.0,9.0]","[0.2562982961069797,0.5426788771900349,0.07603935449789853,0.1524867124701814,0.3153546993593705,0.8554832753021482]",0
2029,NEKOR486010385,Retired,13537,2011314,Occupational Loans,7522,313,19,5947,6,24,"[13537.0,2011314.0,313.0,5947.0,6.0,24.0]","[0.3129914329634807,0.808973378452577,0.06898642886331084,0.2920574811787983,1.8921281961562229,2.2812887341390615]",0
2031,NEKOR532873677,Retired,17527,3023558,Personal loan,9754,1625,4,6500,6,6,"[17527.0,3023558.0,1625.0,6500.0,6.0,6.0]","[0.40524494685313783,1.2161094340353205,0.3581563798814061,0.3192153401147115,1.8921281961562229,0.5703221835347654]",0
2034,NEKOR458081217,Tour Guide,48862,1934623,Occupational Loans,32117,5352,5,26760,8,6,"[48862.0,1934623.0,5352.0,26760.0,8.0,6.0]","[1.1297471668361967,0.778127385550968,1.1796018123847911,1.3141850002261044,2.522837594874964,0.5703221835347654]",0
2037,NEKOR868740817,Teacher/Instructor,29905,2850295,Vehicle loan,13754,573,16,9168,5,24,"[29905.0,2850295.0,573.0,9168.0,5.0,24.0]","[0.6914389305439086,1.146421083797203,0.1262914496443358,0.4502409597187192,1.5767734967968525,2.2812887341390615]",0
2038,NEKOR722261052,Street Vendor,23921,1397398,Personal loan,23681,1973,8,15784,4,12,"[23921.0,1397398.0,1973.0,15784.0,4.0,12.0]","[0.5530817808908489,0.5620493772244782,0.4348569461575472,0.7751530659031701,1.261418797437482,1.1406443670695308]",0
2041,NEKOR968547598,Street Vendor,8765,2483610,Occupational Loans,6711,279,22,6138,7,24,"[8765.0,2483610.0,279.0,6138.0,7.0,24.0]","[0.2026571551987079,0.9989362041225809,0.06149269537656142,0.30143750117293827,2.2074828955155934,2.2812887341390615]",0
2046,NEKOR902313843,Police/Military,8955,1611297,Vehicle loan,6783,188,10,1880,2,36,"[8955.0,1611297.0,188.0,1880.0,2.0,36.0]","[0.20705017966964392,0.6480819890780365,0.041435938103202674,0.09232689837163963,0.630709398718741,3.4219331012085927]",0
2047,NEKOR411020603,Retired,42693,1320815,Occupational Loans,13389,371,29,10759,3,36,"[42693.0,1320815.0,371.0,10759.0,3.0,36.0]","[0.9871125986193309,0.5312468231518502,0.08176985657600103,0.5283750529683354,0.9460640980781114,3.4219331012085927]",0
2049,NEKOR365444719,Docter/Nurse/Pharmacist,13831,1429545,Occupational Loans,11172,310,7,2170,1,36,"[13831.0,1429545.0,310.0,2170.0,1.0,36.0]","[0.3197890603027186,0.574979266439745,0.06832521708506824,0.10656881354598828,0.3153546993593705,3.4219331012085927]",0
2051,NEKOR173614459,Street Vendor,5167,2129752,Personal loan,3994,443,3,1329,10,9,"[5167.0,2129752.0,443.0,1329.0,10.0,9.0]","[0.11946714442803463,0.8566104898121988,0.09763893925382333,0.06526725954037715,3.153546993593705,0.8554832753021482]",0
2055,NEKOR447730085,Police/Military,12287,1314467,Vehicle loan,11309,1884,6,11304,9,6,"[12287.0,1314467.0,1884.0,11304.0,9.0,6.0]","[0.2840899561810067,0.5286935853150843,0.41524099673635023,0.5551400314856458,2.8381922942343345,0.5703221835347654]",0
2058,NEKOR046126710,Tour Guide,17165,2112835,Vehicle loan,9891,1648,4,6592,0,6,"[17165.0,2112835.0,1648.0,6592.0,0.0,6.0]","[0.3968750791769333,0.849806279905997,0.363225670181266,0.32373346492864274,0.0,0.5703221835347654]",0
2064,NEKOR873934104,Street Vendor,88079,2757202,Personal loan,35019,3891,3,11673,6,9,"[88079.0,2757202.0,3891.0,11673.0,6.0,9.0]","[2.036490538818824,1.1089780198498107,0.8575916763806468,0.5732616407936965,1.8921281961562229,0.8554832753021482]",0
2070,NEKOR450548625,Docter/Nurse/Pharmacist,33813,1958006,Personal loan,31285,1303,16,20848,0,24,"[33813.0,1958006.0,1303.0,20848.0,0.0,24.0]","[0.7817965075566354,0.7875322942367111,0.2871863156833675,1.023846370878693,0.0,2.2812887341390615]",0
2074,NEKOR382588396,Police/Military,10527,1510087,Vehicle loan,9345,778,9,7002,10,12,"[10527.0,1510087.0,778.0,7002.0,10.0,12.0]","[0.24339667687128327,0.6073741753636263,0.1714742544909132,0.34386858638203227,3.153546993593705,1.1406443670695308]",0
2076,NEKOR939047291,Politician/Family Member or Close Asscociates,5155,2337930,Occupational Loans,4021,335,12,4020,5,12,"[5155.0,2337930.0,335.0,4020.0,5.0,12.0]","[0.11918969025092288,0.940342050363908,0.07383531523708987,0.1974224103478677,1.5767734967968525,1.1406443670695308]",0
2085,NEKOR906794084,Judge/Attorney,129338,1878819,Personal loan,57659,3203,7,22421,7,18,"[129338.0,1878819.0,3203.0,22421.0,7.0,18.0]","[2.9904473632733004,0.7556823817319882,0.7059537752370115,1.1010964831864531,2.2074828955155934,1.7109665506042964]",0
2089,NEKOR839760179,Business Owner/Personal Business,200179,2151001,Vehicle loan,58770,19590,3,58770,7,3,"[200179.0,2151001.0,19590.0,58770.0,7.0,3.0]","[4.628374976671094,0.8651570794141896,4.3177129119241515,2.886197775160245,2.2074828955155934,0.2851610917673827]",0
2090,NEKOR197385976,Police/Military,8654,1725576,Occupational Loans,4995,832,5,4160,6,6,"[8654.0,1725576.0,832.0,4160.0,6.0,6.0]","[0.20009070406042417,0.6940463033105144,0.18337606649927993,0.20429781767341532,1.8921281961562229,0.5703221835347654]",0
2100,NEKOR817860344,Retired,7023,1339118,Personal loan,4057,1352,3,4056,9,3,"[7023.0,1339118.0,1352.0,4056.0,9.0,3.0]","[0.16238005715465206,0.5386084980299735,0.29798610806132986,0.19919037223157995,2.8381922942343345,0.2851610917673827]",0
2101,NEKOR102156002,Police/Military,13127,1888928,Vehicle loan,3152,131,23,3013,3,24,"[13127.0,1888928.0,131.0,3013.0,3.0,24.0]","[0.30351174857882923,0.7597483365668758,0.028872914316593355,0.1479685876562501,0.9460640980781114,2.2812887341390615]",0
2102,NEKOR226018003,Other,56558,2700581,Vehicle loan,27159,3017,9,27153,7,9,"[56558.0,2700581.0,3017.0,27153.0,7.0,9.0]","[1.3076877790905328,1.086204409333818,0.6649586449859706,1.333485250789963,2.2074828955155934,0.8554832753021482]",0
2113,NEKOR370367005,Docter/Nurse/Pharmacist,72317,1641069,Occupational Loans,31033,10344,3,31032,6,3,"[72317.0,1641069.0,10344.0,31032.0,6.0,3.0]","[1.6720544771825394,0.660056626267103,2.279858211380471,1.5239831437599578,1.8921281961562229,0.2851610917673827]",0
2118,NEKOR347046845,Teacher/Instructor,14708,2516094,Occupational Loans,9555,3185,3,9555,10,3,"[14708.0,2516094.0,3185.0,9555.0,10.0,3.0]","[0.34006633641330236,1.0120016385727233,0.701986504567556,0.46924654996862586,3.153546993593705,0.2851610917673827]",0
2119,NEKOR339166400,Police/Military,11067,1941857,Vehicle loan,5973,663,9,5967,7,9,"[11067.0,1941857.0,663.0,5967.0,7.0,9.0]","[0.25588211484131207,0.781036982669929,0.14612780299161368,0.29303968222530513,2.2074828955155934,0.8554832753021482]",0
2123,NEKOR455246107,Judge/Attorney,19652,1542661,Vehicle loan,16641,5547,3,16641,1,3,"[19652.0,1542661.0,5547.0,16641.0,1.0,3.0]","[0.4543774573833437,0.6204758088379193,1.2225805779705599,0.8172403807459867,0.3153546993593705,0.2851610917673827]",0
2126,NEKOR155681264,Tour Guide,32332,1920530,Personal loan,28186,1565,7,10955,5,18,"[32332.0,1920530.0,1565.0,10955.0,5.0,18.0]","[0.7475540378647602,0.7724590205803409,0.34493214431655417,0.5380006232241021,1.5767734967968525,1.7109665506042964]",0
2132,NEKOR811800885,Docter/Nurse/Pharmacist,15332,1644811,Occupational Loans,12772,709,11,7799,7,18,"[15332.0,1644811.0,709.0,7799.0,7.0,18.0]","[0.3544939536231134,0.6615617012490151,0.1562663835913335,0.3830092980853284,2.2074828955155934,1.7109665506042964]",0
2134,NEKOR466613991,Tour Guide,61270,2125403,Vehicle loan,60561,5046,11,55506,3,12,"[61270.0,2125403.0,5046.0,55506.0,3.0,12.0]","[1.4166347859697468,0.8548612725229588,1.1121582110040462,2.7259025643703345,0.9460640980781114,1.1406443670695308]",0
2145,NEKOR613947218,Retired,4942,1953962,Occupational Loans,4038,168,23,3864,8,24,"[4942.0,1953962.0,168.0,3864.0,8.0,24.0]","[0.11426487860718931,0.7859057514182043,0.03702785958158537,0.18976124218511461,2.522837594874964,2.2812887341390615]",0
2153,NEKOR842687402,Other,10091,1464258,Vehicle loan,7694,320,10,3200,3,24,"[10091.0,1464258.0,320.0,3200.0,3.0,24.0]","[0.23331584176955633,0.5889412300546873,0.0705292563458769,0.1571521674410887,0.9460640980781114,2.2812887341390615]",0
2158,NEKOR374806500,Street Vendor,74216,1446237,Personal loan,63326,21108,3,63324,6,3,"[74216.0,1446237.0,21108.0,63324.0,6.0,3.0]","[1.7159616007104739,0.5816929787855698,4.652286071714904,3.1098449534498442,1.8921281961562229,0.2851610917673827]",0
2165,NEKOR957182677,Police/Military,9558,1761165,Vehicle loan,5040,420,6,2520,9,12,"[9558.0,1761165.0,420.0,2520.0,9.0,12.0]","[0.2209922520695094,0.7083606040938574,0.09256964895396343,0.12375733185985736,2.8381922942343345,1.1406443670695308]",0
2171,NEKOR609120431,Judge/Attorney,77187,2262062,Occupational Loans,3470,385,8,3080,5,9,"[77187.0,2262062.0,385.0,3080.0,5.0,9.0]","[1.784654630727058,0.9098270774275887,0.08485551154113313,0.1512589611620479,1.5767734967968525,0.8554832753021482]",0
2173,NEKOR095813280,Other,59331,1577656,Personal loan,11410,475,12,5700,2,24,"[59331.0,1577656.0,475.0,5700.0,2.0,24.0]","[1.3718028151847732,0.6345511960618674,0.10469186488841102,0.2799272982544393,0.630709398718741,2.2812887341390615]",0
2175,NEKOR805692048,Judge/Attorney,44232,2828392,Personal loan,44003,4889,8,39112,1,9,"[44232.0,2828392.0,4889.0,39112.0,1.0,9.0]","[1.022696096833913,1.1376114479530501,1.0775547946093504,1.9207923665487068,0.3153546993593705,0.8554832753021482]",0
2178,NEKOR120089905,Other,10334,1439538,Vehicle loan,7701,213,23,4899,0,36,"[10334.0,1439538.0,213.0,4899.0,0.0,36.0]","[0.23893428885606927,0.578998564754616,0.04694603625522431,0.24059014634184175,0.0,3.4219331012085927]",0
2180,NEKOR137416853,Judge/Attorney,39793,3092325,Vehicle loan,6331,175,13,2275,2,36,"[39793.0,3092325.0,175.0,2275.0,2.0,36.0]","[0.9200611724839911,1.243768303966146,0.03857068706415143,0.11172536904014901,0.630709398718741,3.4219331012085927]",0
2188,NEKOR191817311,Teacher/Instructor,26452,2857920,Vehicle loan,3443,1147,3,3441,1,3,"[26452.0,2857920.0,1147.0,3441.0,1.0,3.0]","[0.6116014910800024,1.1494879455655302,0.2528033032147525,0.16898769005149572,0.3153546993593705,0.2851610917673827]",0
2191,NEKOR590566670,Teacher/Instructor,5085,1921789,Vehicle loan,3261,135,19,2565,5,24,"[5085.0,1921789.0,135.0,2565.0,5.0,24.0]","[0.11757120755110434,0.7729654047070718,0.029754530020916815,0.12596728421449768,1.5767734967968525,2.2812887341390615]",0
2195,NEKOR557393391,Tour Guide,59584,2071833,Personal loan,33570,1398,13,18174,5,24,"[59584.0,2071833.0,1398.0,18174.0,5.0,24.0]","[1.377652474085546,0.8333148089256764,0.3081246886610497,0.8925260909607332,1.5767734967968525,2.2812887341390615]",0
2196,NEKOR355165881,Lawyer/Accountant,115164,2093086,Occupational Loans,85285,4738,18,85284,5,18,"[115164.0,2093086.0,4738.0,85284.0,5.0,18.0]","[2.662727737741471,0.8418630073731851,1.0442738017711397,4.188301702514315,1.5767734967968525,1.7109665506042964]",0
2197,NEKOR514150980,Retired,4903,2749117,Personal loan,4445,493,6,2958,9,9,"[4903.0,2749117.0,493.0,2958.0,9.0,9.0]","[0.11336315253157613,1.1057261408469354,0.10865913555786659,0.14526753477835638,2.8381922942343345,0.8554832753021482]",0
2198,NEKOR823287699,Street Vendor,52805,2793661,Occupational Loans,13028,1085,8,8680,1,12,"[52805.0,2793661.0,1085.0,8680.0,1.0,12.0]","[1.2209139851988329,1.1236422445332777,0.23913825979773884,0.4262752541839531,0.3153546993593705,1.1406443670695308]",0
2206,NEKOR712945464,Judge/Attorney,41132,2021959,Occupational Loans,20285,1690,4,6760,2,12,"[41132.0,2021959.0,1690.0,6760.0,2.0,12.0]","[0.9510204344133774,0.8132549185868512,0.37248263507666235,0.3319839537192999,0.630709398718741,1.1406443670695308]",0
2207,NEKOR321596653,Lawyer/Accountant,8157,3050441,Personal loan,4120,114,12,1368,0,36,"[8157.0,3050441.0,114.0,1368.0,0.0,36.0]","[0.1885994768917125,1.226922082549148,0.025126047573218645,0.06718255158106543,0.0,3.4219331012085927]",0
2224,NEKOR057238129,Police/Military,16049,1814677,Personal loan,6087,2029,3,6087,4,3,"[16049.0,1814677.0,2029.0,6087.0,4.0,3.0]","[0.3710718407055405,0.7298837394311316,0.4471995660180757,0.29893288850434596,1.261418797437482,0.2851610917673827]",0
2226,NEKOR676716438,Docter/Nurse/Pharmacist,21481,1316848,Occupational Loans,13091,363,12,4356,9,36,"[21481.0,1316848.0,363.0,4356.0,9.0,36.0]","[0.49666609821145963,0.5296512506095612,0.0800066251673541,0.213923387929182,2.8381922942343345,3.4219331012085927]",0
2230,NEKOR527403594,Police/Military,6278,1654851,Occupational Loans,4203,116,7,812,10,36,"[6278.0,1654851.0,116.0,812.0,10.0,36.0]","[0.14515477699229756,0.6655999034987204,0.025566855425380376,0.03987736248817626,3.153546993593705,3.4219331012085927]",0
2248,NEKOR601687163,Business Owner/Personal Business,33057,1339491,Occupational Loans,14145,785,10,7850,5,18,"[33057.0,1339491.0,785.0,7850.0,5.0,18.0]","[0.7643168943985951,0.5387585228745093,0.17301708197347926,0.3855139107539208,1.5767734967968525,1.7109665506042964]",0
2258,NEKOR312435701,Politician/Family Member or Close Asscociates,19814,1625286,Personal loan,8584,2861,3,8583,10,3,"[19814.0,1625286.0,2861.0,8583.0,10.0,3.0]","[0.4581230887743523,0.6537085240652006,0.6305756325173556,0.42151157910839515,3.153546993593705,0.2851610917673827]",0
2264,NEKOR500527463,Judge/Attorney,20989,1947053,Personal loan,3717,103,6,618,0,36,"[20989.0,1947053.0,103.0,618.0,0.0,36.0]","[0.48529047694987787,0.7831268729975654,0.022701604386329125,0.030350012337060257,0.0,3.4219331012085927]",0
2265,NEKOR628782120,Docter/Nurse/Pharmacist,10287,1464227,Vehicle loan,5849,162,19,3078,7,36,"[10287.0,1464227.0,162.0,3078.0,7.0,36.0]","[0.23784759332904826,0.5889287615019243,0.03570543602510018,0.1511607410573972,2.2074828955155934,3.4219331012085927]",0
2270,NEKOR429781085,Street Vendor,5098,2676817,Personal loan,3568,148,10,1480,7,24,"[5098.0,2676817.0,148.0,1480.0,7.0,24.0]","[0.11787178290964206,1.0766462581125034,0.032619781059968066,0.07268287744150354,2.2074828955155934,2.2812887341390615]",0
2272,NEKOR524001344,Lawyer/Accountant,79896,1631543,Occupational Loans,27635,9211,3,27633,2,3,"[79896.0,1631543.0,9211.0,27633.0,2.0,3.0]","[1.8472899112100358,0.6562251606664363,2.0301405631308502,1.3570580759061264,0.630709398718741,0.2851610917673827]",0
2273,NEKOR702953897,Tour Guide,10197,2253809,Occupational Loans,4594,510,4,2040,3,9,"[10197.0,2253809.0,510.0,2040.0,3.0,9.0]","[0.23576668700071013,0.9065076269129654,0.1124060023012413,0.10018450674369406,0.9460640980781114,0.8554832753021482]",0
2275,NEKOR442639343,Tour Guide,54138,2922301,Vehicle loan,24427,1357,17,23069,4,18,"[54138.0,2922301.0,1357.0,23069.0,4.0,18.0]","[1.251734520039663,1.175382716386076,0.2990881276917342,1.1329197970932736,1.261418797437482,1.7109665506042964]",0
2277,NEKOR972769795,Other,23166,1573945,Occupational Loans,16589,1843,5,9215,10,9,"[23166.0,1573945.0,1843.0,9215.0,10.0,9.0]","[0.5356252889142347,0.6330585896327183,0.40620443576703474,0.4525491321780102,3.153546993593705,0.8554832753021482]",0
