Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
1963,NEKOR088374335,Teacher/Instructor,24978,3444839,Vehicle loan,20845,2316,3,6948,0,9,"[24978.0,3444839.0,2316.0,6948.0,0.0,9.0]","[0.577520869658109,1.3855534461825438,0.5104554928032841,0.34121664355646386,0.0,0.8554832753021482]",3
1969,NEKOR116003974,Tour Guide,18326,4566309,Personal loan,15782,876,5,4380,7,18,"[18326.0,4566309.0,876.0,4380.0,7.0,18.0]","[0.4237187708124952,1.8366214418973905,0.193073839246838,0.2151020291849902,2.2074828955155934,1.7109665506042964]",3
1971,NEKOR065840717,Tour Guide,39728,4128378,Vehicle loan,34688,1445,14,20230,0,24,"[39728.0,4128378.0,1445.0,20230.0,0.0,24.0]","[0.9185582956913025,1.6604806102822796,0.31848367318685034,0.9934963585416328,0.0,2.2812887341390615]",3
1983,NEKOR067435758,Business Owner/Personal Business,12136,4022714,Occupational Loans,6538,363,6,2178,1,18,"[12136.0,4022714.0,363.0,2178.0,1.0,18.0]","[0.2805986577856838,1.617981347083787,0.0800066251673541,0.106961693964591,0.3153546993593705,1.7109665506042964]",3
1996,NEKOR694935804,Tour Guide,14748,4511696,Personal loan,4837,806,6,4836,6,6,"[14748.0,4511696.0,806.0,4836.0,6.0,6.0]","[0.34099118367034154,1.814655471831339,0.17764556442117743,0.23749621304534532,1.8921281961562229,0.5703221835347654]",3
2001,NEKOR293459351,Retired,7234,6125945,Personal loan,3114,86,34,2924,3,36,"[7234.0,6125945.0,86.0,2924.0,3.0,36.0]","[0.16725862643553369,2.4639247889015197,0.018954737642954415,0.14359779299929482,0.9460640980781114,3.4219331012085927]",3
2008,NEKOR505304994,Tour Guide,68509,4402391,Vehicle loan,51533,8588,3,25764,4,6,"[68509.0,4402391.0,8588.0,25764.0,4.0,6.0]","[1.5840090183124105,1.770691757000259,1.8928289171824713,1.2652713881100655,1.261418797437482,0.5703221835347654]",3
2010,NEKOR603339321,Judge/Attorney,64323,4470099,Personal loan,59469,2477,8,19816,0,24,"[64323.0,4470099.0,2477.0,19816.0,0.0,24.0]","[1.4872237528632615,1.797924685080244,0.5459405249023034,0.9731647968789419,0.0,2.2812887341390615]",3
2020,NEKOR924451567,Judge/Attorney,77381,4135656,Personal loan,58640,19546,3,58638,5,3,"[77381.0,4135656.0,19546.0,58638.0,5.0,3.0]","[1.7891401399236981,1.6634079047019366,4.308015139176593,2.8797152482533,1.5767734967968525,0.2851610917673827]",3
2021,NEKOR919898396,Politician/Family Member or Close Asscociates,11068,5242467,Personal loan,5809,161,35,5635,7,36,"[11068.0,5242467.0,161.0,5635.0,7.0,36.0]","[0.255905236022738,2.108579883805386,0.03548503209901931,0.27673514485329215,2.2074828955155934,3.4219331012085927]",3
2026,NEKOR771603942,Lawyer/Accountant,153633,5144211,Vehicle loan,61213,5101,5,25505,3,12,"[153633.0,5144211.0,5101.0,25505.0,3.0,12.0]","[3.5521764660174657,2.069060202505879,1.1242804269384938,1.2525518845578023,0.9460640980781114,1.1406443670695308]",3
2030,NEKOR556010663,Other,53191,4953852,Vehicle loan,40194,13398,3,40194,7,3,"[53191.0,4953852.0,13398.0,40194.0,7.0,3.0]","[1.2298387612292607,1.9924956465246377,2.9529718016314335,1.973929443164725,2.2074828955155934,0.2851610917673827]",3
2032,NEKOR494896778,Teacher/Instructor,12327,3834808,Occupational Loans,8671,240,8,1920,4,36,"[12327.0,3834808.0,240.0,1920.0,4.0,36.0]","[0.28501480343804586,1.5424034156163433,0.05289694225940767,0.09429130046465323,1.261418797437482,3.4219331012085927]",3
2061,NEKOR677611646,Business Owner/Personal Business,168421,3209683,Vehicle loan,11728,488,16,7808,10,24,"[168421.0,3209683.0,488.0,7808.0,10.0,24.0]","[3.8940924969448463,1.290971027035959,0.10755711592746227,0.3834512885562565,3.153546993593705,2.2812887341390615]",3
2065,NEKOR821178126,Other,20965,3892994,Vehicle loan,3921,217,14,3038,9,18,"[20965.0,3892994.0,217.0,3038.0,9.0,18.0]","[0.48473556859565436,1.5658064869411794,0.047827651959547766,0.1491963389643836,2.8381922942343345,1.7109665506042964]",3
2066,NEKOR562384353,Street Vendor,24153,3583238,Occupational Loans,3051,339,7,2373,0,9,"[24153.0,3583238.0,339.0,2373.0,0.0,9.0]","[0.5584458949816762,1.4412190988874214,0.07471693094141334,0.11653815416803236,0.0,0.8554832753021482]",3
2068,NEKOR419973398,Street Vendor,8673,4698767,Occupational Loans,5028,279,15,4185,3,18,"[8673.0,4698767.0,279.0,4185.0,3.0,18.0]","[0.2005300065075178,1.8898975567969396,0.06149269537656142,0.20552556898154883,0.9460640980781114,1.7109665506042964]",3
2079,NEKOR426791379,Retired,5927,4354539,Vehicle loan,5606,934,5,4670,1,6,"[5927.0,4354539.0,934.0,4670.0,1.0,6.0]","[0.13703924231177886,1.7514451380706872,0.2058572669595282,0.22934394435933883,0.3153546993593705,0.5703221835347654]",3
2081,NEKOR621751943,Other,36819,3681776,Vehicle loan,3391,1130,3,3390,5,3,"[36819.0,3681776.0,1130.0,3390.0,5.0,3.0]","[0.851298778923129,1.480852203795934,0.2490564364713778,0.16648307738290336,1.5767734967968525,0.2851610917673827]",3
2087,NEKOR331741627,Street Vendor,38223,4098564,Personal loan,15006,1250,3,3750,1,12,"[38223.0,4098564.0,1250.0,3750.0,1.0,12.0]","[0.8837609176452038,1.648489080215276,0.2755049076010816,0.18416269622002585,0.3153546993593705,1.1406443670695308]",3
2088,NEKOR276538160,Politician/Family Member or Close Asscociates,12078,6079056,Personal loan,6423,1070,3,3210,7,6,"[12078.0,6079056.0,1070.0,3210.0,7.0,6.0]","[0.27925762926297704,2.445065499530361,0.23583220090652587,0.1576432679643421,2.2074828955155934,0.5703221835347654]",3
2092,NEKOR612796169,Politician/Family Member or Close Asscociates,13980,3220589,Occupational Loans,5378,896,3,2688,4,6,"[13980.0,3220589.0,896.0,2688.0,4.0,6.0]","[0.3232341163351895,1.2953575443402703,0.1974819177684553,0.13200782065051453,1.261418797437482,0.5703221835347654]",3
2093,NEKOR578978632,Judge/Attorney,26646,3948308,Occupational Loans,16478,1373,3,4119,1,12,"[26646.0,3948308.0,1373.0,4119.0,1.0,12.0]","[0.6160870002766423,1.5880544071842275,0.30261459050902806,0.20228430552807639,0.3153546993593705,1.1406443670695308]",3
2094,NEKOR411524092,Teacher/Instructor,22347,4147875,Occupational Loans,19637,545,34,18530,10,36,"[22347.0,4147875.0,545.0,18530.0,10.0,36.0]","[0.5166890413263576,1.6683225255474694,0.12012013971407158,0.9100092695885543,3.153546993593705,3.4219331012085927]",3
2097,NEKOR218265374,Politician/Family Member or Close Asscociates,17620,3815232,Occupational Loans,13971,2328,3,6984,3,6,"[17620.0,3815232.0,2328.0,6984.0,3.0,6.0]","[0.4073952167257539,1.5345297256521766,0.5131003399162544,0.3429846054401761,0.9460640980781114,0.5703221835347654]",3
2108,NEKOR028116139,Teacher/Instructor,12238,4523956,Occupational Loans,3277,91,16,1456,2,36,"[12238.0,4523956.0,91.0,1456.0,2.0,36.0]","[0.28295701829113373,1.8195865833434293,0.020056757273358743,0.07150423618569536,0.630709398718741,3.4219331012085927]",3
2115,NEKOR955369099,Lawyer/Accountant,37385,5437837,Occupational Loans,20571,1142,18,20556,4,18,"[37385.0,5437837.0,1142.0,20556.0,4.0,18.0]","[0.8643853676102332,2.1871599210090644,0.2517012835843482,1.0095062355996935,1.261418797437482,1.7109665506042964]",3
2116,NEKOR631064586,Street Vendor,6270,3962998,Vehicle loan,5132,855,6,5130,2,6,"[6270.0,3962998.0,855.0,5130.0,2.0,6.0]","[0.14496980754088973,1.593962892348388,0.18844535679913982,0.25193456842899536,0.630709398718741,0.5703221835347654]",3
2121,NEKOR049438264,Lawyer/Accountant,42719,6078504,Vehicle loan,18670,1555,4,6220,1,12,"[42719.0,6078504.0,1555.0,6220.0,1.0,12.0]","[0.9877137493364063,2.4448434788489033,0.3427281050557455,0.3054645254636162,0.3153546993593705,1.1406443670695308]",3
2135,NEKOR846635118,Tour Guide,20512,4319293,Vehicle loan,7483,415,17,7055,3,18,"[20512.0,4319293.0,415.0,7055.0,3.0,18.0]","[0.4742616734096858,1.7372687957904964,0.0914676293235591,0.3464714191552753,0.9460640980781114,1.7109665506042964]",3
2137,NEKOR534926216,Tour Guide,40306,3993445,Occupational Loans,30421,1690,7,11830,10,18,"[40306.0,3993445.0,1690.0,11830.0,10.0,18.0]","[0.9319223385555185,1.606209022218585,0.37248263507666235,0.5809719190087749,3.153546993593705,1.7109665506042964]",3
2139,NEKOR352895373,Other,16218,3991945,Occupational Loans,14728,1636,7,11452,5,9,"[16218.0,3991945.0,1636.0,11452.0,5.0,9.0]","[0.37497932036653103,1.605605705149406,0.36058082306829564,0.5624083192297963,1.5767734967968525,0.8554832753021482]",3
2147,NEKOR800395580,Other,23924,4623801,Personal loan,7651,212,9,1908,3,36,"[23924.0,4623801.0,212.0,1908.0,3.0,36.0]","[0.5531511444351269,1.8597453785248865,0.046725632329143445,0.09370197983674915,0.9460640980781114,3.4219331012085927]",3
2152,NEKOR228477960,Other,7009,3334837,Occupational Loans,5701,158,25,3950,1,36,"[7009.0,3334837.0,158.0,3950.0,1.0,36.0]","[0.16205636061468837,1.341309390019985,0.034823820320776716,0.19398470668509388,0.3153546993593705,3.4219331012085927]",3
2155,NEKOR919365092,Tour Guide,37825,4496954,Personal loan,18327,763,11,8393,4,24,"[37825.0,4496954.0,763.0,8393.0,4.0,24.0]","[0.8745586874376641,1.808726071675447,0.16816819559970023,0.41218066916658047,1.261418797437482,2.2812887341390615]",3
2157,NEKOR614332058,Business Owner/Personal Business,234983,3356008,Vehicle loan,27446,1143,21,24003,10,24,"[234983.0,3356008.0,1143.0,24003.0,10.0,24.0]","[5.433084575020875,1.3498246071343787,0.25192168751042904,1.1787885859651415,3.153546993593705,2.2812887341390615]",3
2161,NEKOR427410480,Retired,8193,3860444,Vehicle loan,6601,550,4,2200,2,12,"[8193.0,3860444.0,550.0,2200.0,2.0,12.0]","[0.18943183942304775,1.5527145065399932,0.12122215934447592,0.10804211511574849,0.630709398718741,1.1406443670695308]",3
2163,NEKOR964465453,Other,49525,4077715,Vehicle loan,4417,184,9,1656,7,24,"[49525.0,4077715.0,184.0,1656.0,7.0,24.0]","[1.145076510121621,1.6401033751650662,0.04055432239887921,0.0813262466507634,2.2074828955155934,2.2812887341390615]",3
2169,NEKOR311016689,Street Vendor,4364,4741456,Occupational Loans,3536,147,15,2205,5,24,"[4364.0,4741456.0,147.0,2205.0,5.0,24.0]","[0.10090083574297332,1.907067558374397,0.0323993771338872,0.10828766537737519,1.5767734967968525,2.2812887341390615]",3
2176,NEKOR015816481,Retired,22241,3356753,Personal loan,21131,1173,10,11730,6,18,"[22241.0,3356753.0,1173.0,11730.0,6.0,18.0]","[0.5142381960952038,1.350124254612071,0.25853380529285497,0.5760609137762408,1.8921281961562229,1.7109665506042964]",3
2183,NEKOR374317008,Other,69914,4847654,Occupational Loans,3176,176,18,3168,7,18,"[69914.0,4847654.0,176.0,3168.0,7.0,18.0]","[1.6164942782159113,1.9497816024495174,0.03879109099023229,0.15558064576667782,2.2074828955155934,1.7109665506042964]",3
2185,NEKOR176365102,Lawyer/Accountant,24516,5650273,Occupational Loans,18359,1019,6,6114,7,18,"[24516.0,5650273.0,1019.0,6114.0,7.0,18.0]","[0.5668388838393066,2.2726040976144835,0.22459160067640174,0.30025885991713014,2.2074828955155934,1.7109665506042964]",3
2192,NEKOR945877192,Teacher/Instructor,12439,4861344,Personal loan,6716,2238,3,6714,7,3,"[12439.0,4861344.0,2238.0,6714.0,7.0,3.0]","[0.28760437575775555,1.9552878762342252,0.4932639865689765,0.32972489131233423,2.2074828955155934,0.2851610917673827]",3
2194,NEKOR667792346,Tour Guide,21455,3994887,Vehicle loan,12284,1364,8,10912,9,9,"[21455.0,3994887.0,1364.0,10912.0,9.0,9.0]","[0.4960649474943842,1.6067890110277558,0.3006309551743003,0.5358888909741125,2.8381922942343345,0.8554832753021482]",3
2201,NEKOR941235557,Teacher/Instructor,11838,3724532,Personal loan,5100,141,5,705,5,36,"[11838.0,3724532.0,141.0,705.0,5.0,36.0]","[0.27370854572074205,1.4980491535358147,0.031076953577402006,0.034622586889364856,1.5767734967968525,3.4219331012085927]",3
2213,NEKOR412191317,Tour Guide,19571,4913602,Personal loan,18975,1054,12,12648,7,18,"[19571.0,4913602.0,1054.0,12648.0,7.0,18.0]","[0.4525046416878393,1.9763066385016657,0.23230573808923202,0.6211439418109032,2.2074828955155934,1.7109665506042964]",3
2216,NEKOR959953722,Lawyer/Accountant,31820,4998208,Personal loan,18820,784,9,7056,8,24,"[31820.0,4998208.0,784.0,7056.0,8.0,24.0]","[0.7357159929746588,2.010336134471643,0.1727966780473984,0.3465205292076006,2.522837594874964,2.2812887341390615]",3
2217,NEKOR929734482,Other,23755,4259870,Vehicle loan,14570,809,11,8899,0,18,"[23755.0,4259870.0,809.0,8899.0,0.0,18.0]","[0.5492436647741364,1.7133681889892771,0.17830677619942004,0.43703035564320264,0.0,1.7109665506042964]",3
2221,NEKOR569107199,Tour Guide,5943,4175695,Vehicle loan,3423,142,13,1846,0,24,"[5943.0,4175695.0,142.0,1846.0,0.0,24.0]","[0.1374091812145945,1.6795120461238442,0.03129735750348287,0.09065715659257806,0.0,2.2812887341390615]",3
2227,NEKOR495771546,Politician/Family Member or Close Asscociates,7537,5613261,Personal loan,4619,1539,3,4617,8,3,"[7537.0,5613261.0,1539.0,4617.0,8.0,3.0]","[0.17426434440760538,2.257717450038179,0.3392016422384517,0.2267411115860958,2.522837594874964,0.2851610917673827]",3
2231,NEKOR031692903,Retired,32263,4962876,Vehicle loan,29754,1653,6,9918,1,18,"[32263.0,4962876.0,1653.0,9918.0,1.0,18.0]","[0.7459586763463676,1.996125202012819,0.36432768981167035,0.48707349896272434,0.3153546993593705,1.7109665506042964]",3
2237,NEKOR959497204,Business Owner/Personal Business,74748,5528521,Vehicle loan,17292,1441,10,14410,10,12,"[74748.0,5528521.0,1441.0,14410.0,10.0,12.0]","[1.7282620692290949,2.2236340577433555,0.3176020574825269,0.7076758540081526,3.153546993593705,1.1406443670695308]",3
2243,NEKOR676536611,Tour Guide,5718,4953688,Vehicle loan,3840,160,9,1440,0,24,"[5718.0,4953688.0,160.0,1440.0,0.0,24.0]","[0.13220691539374918,1.9924296838584075,0.03526462817293845,0.07071847534848992,0.0,2.2812887341390615]",3
2245,NEKOR481234184,Tour Guide,7963,4120850,Occupational Loans,3566,148,11,1628,5,24,"[7963.0,4120850.0,148.0,1628.0,5.0,24.0]","[0.18411396769507254,1.6574527630177593,0.032619781059968066,0.07995116518565389,1.5767734967968525,2.2812887341390615]",3
2249,NEKOR115278929,Judge/Attorney,129143,3573922,Occupational Loans,19503,1083,11,11913,1,18,"[129143.0,3573922.0,1083.0,11913.0,1.0,18.0]","[2.9859387328952347,1.4374720976764397,0.23869745194557712,0.5850480533517781,0.3153546993593705,1.7109665506042964]",3
2252,NEKOR135809162,Teacher/Instructor,8196,3422808,Vehicle loan,6564,1094,6,6564,3,6,"[8196.0,3422808.0,1094.0,6564.0,3.0,6.0]","[0.1895012029673257,1.3766923272818208,0.24112189513246662,0.32235838346353324,0.9460640980781114,0.5703221835347654]",3
2253,NEKOR690502916,Street Vendor,9242,4122534,Vehicle loan,8221,685,12,8220,7,12,"[9242.0,4122534.0,685.0,8220.0,7.0,12.0]","[0.21368595873889998,1.6581300869807578,0.15097668936539274,0.4036846301142966,2.2074828955155934,1.1406443670695308]",3
2254,NEKOR836025975,Teacher/Instructor,19787,4440183,Occupational Loans,14053,390,17,6630,9,36,"[19787.0,4440183.0,390.0,6630.0,9.0,36.0]","[0.45749881687585087,1.7858921294525363,0.08595753117153747,0.32559964691700566,2.8381922942343345,3.4219331012085927]",3
2266,NEKOR138697318,Politician/Family Member or Close Asscociates,12842,4627495,Personal loan,3835,159,24,3816,10,24,"[12842.0,4627495.0,159.0,3816.0,10.0,24.0]","[0.2969222118724252,1.861231147360585,0.03504422424685758,0.1874039596734983,3.153546993593705,2.2812887341390615]",3
2268,NEKOR540409740,Lawyer/Accountant,51538,5094662,Vehicle loan,38367,1065,20,21300,7,36,"[51538.0,5094662.0,1065.0,21300.0,7.0,36.0]","[1.1916194483321172,2.049131030865376,0.23473018127612155,1.0460441145297468,2.2074828955155934,3.4219331012085927]",3
2269,NEKOR085659260,Judge/Attorney,14397,4866898,Personal loan,3860,1286,3,3858,7,3,"[14397.0,4866898.0,1286.0,3858.0,7.0,3.0]","[0.33287564898982286,1.9575217582357056,0.2834394489399928,0.18946658187116258,2.2074828955155934,0.2851610917673827]",3
2271,NEKOR170716701,Street Vendor,57576,3821965,Personal loan,34439,2869,12,34428,5,12,"[57576.0,3821965.0,2869.0,34428.0,5.0,12.0]","[1.3312251417821797,1.5372378148700319,0.6323388639260026,1.6907608814568131,1.5767734967968525,1.1406443670695308]",3
2274,NEKOR747315717,Tour Guide,10264,4561756,Personal loan,9224,1537,4,6148,10,6,"[10264.0,4561756.0,1537.0,6148.0,10.0,6.0]","[0.23731580615625072,1.8347901734867422,0.33876083438628996,0.3019286016961917,3.153546993593705,0.5703221835347654]",3
2283,NEKOR291258702,Retired,8098,5216496,Occupational Loans,4991,554,9,4986,10,9,"[8098.0,5216496.0,554.0,4986.0,10.0,9.0]","[0.18723532718757974,2.0981340520696192,0.12210377504879938,0.24486272089414635,3.153546993593705,0.8554832753021482]",3
2286,NEKOR738275877,Retired,18539,3945312,Personal loan,4899,272,10,2720,4,18,"[18539.0,3945312.0,272.0,2720.0,4.0,18.0]","[0.4286435824562288,1.5868493818913871,0.05994986789399536,0.1335793423249254,1.261418797437482,1.7109665506042964]",3
2289,NEKOR068172310,Business Owner/Personal Business,133936,4599857,Occupational Loans,128349,7130,9,64170,5,18,"[133936.0,4599857.0,7130.0,64170.0,5.0,18.0]","[3.096758555469953,1.8501148292552705,1.5714799929565695,3.151392057717082,1.5767734967968525,1.7109665506042964]",3
2293,NEKOR062258851,Lawyer/Accountant,40346,4939352,Occupational Loans,22100,920,21,19320,9,24,"[40346.0,4939352.0,920.0,19320.0,9.0,24.0]","[0.9328471858125577,1.9866635815225733,0.20277161199439608,0.9488062109255732,2.8381922942343345,2.2812887341390615]",3
2308,NEKOR926235497,Other,41321,4638693,Occupational Loans,15867,881,10,8810,6,18,"[41321.0,4638693.0,881.0,8810.0,6.0,18.0]","[0.9553903377028874,1.8657351103876967,0.1941758588772423,0.43265956098624736,1.8921281961562229,1.7109665506042964]",3
2313,NEKOR686988509,Tour Guide,14579,4156046,Occupational Loans,12340,685,17,11645,1,18,"[14579.0,4156046.0,685.0,11645.0,1.0,18.0]","[0.33708370400935106,1.6716089947289776,0.15097668936539274,0.5718865593285869,0.3153546993593705,1.7109665506042964]",3
2316,NEKOR652047427,Retired,6791,5860560,Vehicle loan,5811,645,8,5160,9,9,"[6791.0,5860560.0,645.0,5160.0,9.0,9.0]","[0.15701594306382488,2.3571839219654587,0.1421605323221581,0.25340786999875553,2.8381922942343345,0.8554832753021482]",3
2319,NEKOR624056421,Politician/Family Member or Close Asscociates,12769,4244153,Vehicle loan,7504,1250,3,3750,6,6,"[12769.0,4244153.0,1250.0,3750.0,6.0,6.0]","[0.29523436562832867,1.7070466327384186,0.2755049076010816,0.18416269622002585,1.8921281961562229,0.5703221835347654]",3
2320,NEKOR008803479,Other,29753,4684683,Vehicle loan,23595,2621,6,15726,3,9,"[29753.0,4684683.0,2621.0,15726.0,3.0,9.0]","[0.6879245109671598,1.8842328117287275,0.5776786902579479,0.7723046828683003,0.9460640980781114,0.8554832753021482]",3
2329,NEKOR943505550,Judge/Attorney,24598,3361766,Personal loan,20907,3484,6,20904,10,6,"[24598.0,3361766.0,3484.0,20904.0,10.0,6.0]","[0.5687348207162369,1.3521405402572675,0.7678872784657347,1.026596533808912,3.153546993593705,0.5703221835347654]",3
2347,NEKOR808614941,Other,12254,3233498,Occupational Loans,5872,244,23,5612,10,24,"[12254.0,3233498.0,244.0,5612.0,10.0,24.0]","[0.2833269571939494,1.3005496910376255,0.053778557963731134,0.27560561364980934,3.153546993593705,2.2812887341390615]",3
2352,NEKOR268640497,Tour Guide,27106,4271560,Occupational Loans,15814,2635,4,10540,7,6,"[27106.0,4271560.0,2635.0,10540.0,7.0,6.0]","[0.6267227437325927,1.7180700400150795,0.5807643452230801,0.5176199515090859,2.2074828955155934,0.5703221835347654]",3
2356,NEKOR509237763,Tour Guide,16877,4719995,Occupational Loans,5611,311,13,4043,9,18,"[16877.0,4719995.0,311.0,4043.0,9.0,18.0]","[0.3902161789262513,1.898435699959962,0.06854562101114911,0.19855194155135053,2.8381922942343345,1.7109665506042964]",3
2360,NEKOR153787202,Other,8384,4537939,Personal loan,7444,827,6,4962,4,9,"[8384.0,4537939.0,827.0,4962.0,4.0,9.0]","[0.1938479850754098,1.8252107050623168,0.1822740468688756,0.24368407963833819,1.261418797437482,0.8554832753021482]",3
2368,NEKOR082210628,Business Owner/Personal Business,388380,4208168,Vehicle loan,128649,21441,6,128646,2,6,"[388380.0,4208168.0,21441.0,128646.0,2.0,6.0]","[8.97980444222181,1.6925730562488124,4.725680579099833,6.317811791445719,0.630709398718741,0.5703221835347654]",3
2372,NEKOR299319029,Teacher/Instructor,28752,3632605,Occupational Loans,20269,844,11,9284,5,24,"[28752.0,3632605.0,844.0,9284.0,5.0,24.0]","[0.6647802083597546,1.461075068056864,0.18602091361225032,0.45593772578845865,1.5767734967968525,2.2812887341390615]",3
2373,NEKOR715472502,Retired,17733,3852504,Vehicle loan,6435,178,36,6408,6,36,"[17733.0,3852504.0,178.0,6408.0,6.0,36.0]","[0.41000791022688954,1.5495209481871386,0.039231898842394024,0.31469721530078015,1.8921281961562229,3.4219331012085927]",3
2374,NEKOR649784576,Teacher/Instructor,25242,4053366,Personal loan,17264,1918,8,15344,10,9,"[25242.0,4053366.0,1918.0,15344.0,10.0,9.0]","[0.5836248615545675,1.6303099302867718,0.42273473022309965,0.7535446428800204,3.153546993593705,0.8554832753021482]",3
2381,NEKOR439139820,Lawyer/Accountant,62432,5763016,Vehicle loan,29487,819,12,9828,8,36,"[62432.0,5763016.0,819.0,9828.0,8.0,36.0]","[1.4435015987867348,2.317950615168122,0.18051081546022868,0.48265359425344373,2.522837594874964,3.4219331012085927]",3
2389,NEKOR913006389,Business Owner/Personal Business,37209,3788387,Personal loan,35539,11846,3,35538,9,3,"[37209.0,3788387.0,11846.0,35538.0,9.0,3.0]","[0.8603160396792608,1.5237323611707683,2.6109049083539304,1.7452730395379408,2.8381922942343345,0.2851610917673827]",3
2393,NEKOR548883000,Judge/Attorney,81707,4397476,Vehicle loan,49517,2063,18,37134,8,24,"[81707.0,4397476.0,2063.0,37134.0,8.0,24.0]","[1.8891623707724843,1.7687148880702488,0.4546932995048251,1.823652683049184,2.522837594874964,2.2812887341390615]",3
2395,NEKOR251408027,Street Vendor,23158,4493786,Vehicle loan,22599,2511,7,17577,4,9,"[23158.0,4493786.0,2511.0,17577.0,4.0,9.0]","[0.5354403194628268,1.8074518660253407,0.5534342583890528,0.8632073897225051,1.261418797437482,0.8554832753021482]",3
2397,NEKOR461251125,Judge/Attorney,61879,3225969,Personal loan,35425,3936,6,23616,2,9,"[61879.0,3225969.0,3936.0,23616.0,2.0,9.0]","[1.4307155854581683,1.297521441561726,0.8675098530542859,1.1597829957152348,0.630709398718741,0.8554832753021482]",3
2403,NEKOR351077882,Politician/Family Member or Close Asscociates,17350,5179134,Occupational Loans,15854,880,13,11440,1,18,"[17350.0,5179134.0,880.0,11440.0,1.0,18.0]","[0.40115249774073947,2.0831066305105064,0.19395545495116145,0.5618189986018921,0.3153546993593705,1.7109665506042964]",3
2405,NEKOR115435219,Politician/Family Member or Close Asscociates,3887,5138924,Occupational Loans,3163,175,9,1575,1,18,"[3887.0,5138924.0,175.0,1575.0,1.0,18.0]","[0.08987203220278123,2.0669337109427124,0.03857068706415143,0.07734833241241085,0.3153546993593705,1.7109665506042964]",3
2407,NEKOR768605829,Lawyer/Accountant,27372,4938942,Vehicle loan,23229,1290,5,6450,9,18,"[27372.0,4938942.0,1290.0,6450.0,9.0,18.0]","[0.6328729779919032,1.9864986748569977,0.2843210646443162,0.31675983749844444,2.8381922942343345,1.7109665506042964]",3
2410,NEKOR514351846,Tour Guide,15786,3834941,Occupational Loans,4082,1360,3,4080,4,3,"[15786.0,3834941.0,1360.0,4080.0,4.0,3.0]","[0.364990969990508,1.5424569097298104,0.2997493394699768,0.20036901348738811,1.261418797437482,0.2851610917673827]",3
2411,NEKOR705938537,Business Owner/Personal Business,252750,4976938,Occupational Loans,180588,20065,4,80260,2,9,"[252750.0,4976938.0,20065.0,80260.0,2.0,9.0]","[5.843878605416248,2.0017810984306834,4.422404776812562,3.9415727996318064,0.630709398718741,0.8554832753021482]",3
2418,NEKOR209406268,Street Vendor,33511,3996534,Personal loan,29531,9843,3,29529,6,3,"[33511.0,3996534.0,9843.0,29529.0,6.0,3.0]","[0.7748139107659897,1.6074514531697146,2.169435844413957,1.4501707351149715,1.8921281961562229,0.2851610917673827]",3
2424,NEKOR784217606,Judge/Attorney,92484,3910134,Occupational Loans,51139,2841,5,14205,8,18,"[92484.0,3910134.0,2841.0,14205.0,8.0,18.0]","[2.138339343000262,1.5727003899849992,0.6261675539957383,0.6976082932814579,2.522837594874964,1.7109665506042964]",3
2429,NEKOR001734829,Street Vendor,40703,4174801,Occupational Loans,32902,10967,3,32901,0,3,"[40703.0,4174801.0,10967.0,32901.0,0.0,3.0]","[0.9411014475816323,1.6791524691506134,2.4171698573288496,1.6157698315560187,0.0,0.2851610917673827]",3
2439,NEKOR831166226,Other,21455,4136694,Personal loan,4798,399,12,4788,2,12,"[21455.0,4136694.0,399.0,4788.0,2.0,12.0]","[0.4960649474943842,1.6638254001138084,0.08794116650626525,0.235138930533729,0.630709398718741,1.1406443670695308]",3
2440,NEKOR608611138,Judge/Attorney,18888,4303657,Occupational Loans,9292,258,33,8514,9,36,"[18888.0,4303657.0,258.0,8514.0,9.0,36.0]","[0.43671287477389553,1.7309798186613736,0.05686421292886325,0.4181229854979467,2.8381922942343345,3.4219331012085927]",3
2441,NEKOR226328213,Lawyer/Accountant,26014,4242374,Occupational Loans,21354,7118,3,21354,9,3,"[26014.0,4242374.0,7118.0,21354.0,9.0,3.0]","[0.6014744136154234,1.7063310986943723,1.5688351458435992,1.0486960573553152,2.8381922942343345,0.2851610917673827]",3
2444,NEKOR162673954,Judge/Attorney,27676,3219827,Occupational Loans,3013,1004,3,3012,0,3,"[27676.0,3219827.0,1004.0,3012.0,0.0,3.0]","[0.639901817145401,1.2950510592691273,0.22128554178518875,0.14791947760392476,0.0,0.2851610917673827]",3
2445,NEKOR498029359,Other,30218,4203594,Vehicle loan,16344,1362,5,6810,7,12,"[30218.0,4203594.0,1362.0,6810.0,7.0,12.0]","[0.6986758603302401,1.6907333413991956,0.30019014732213856,0.33443945633556693,2.2074828955155934,1.1406443670695308]",3
2460,NEKOR492005564,Judge/Attorney,124102,3516540,Occupational Loans,46177,15392,3,46176,7,3,"[124102.0,3516540.0,15392.0,46176.0,7.0,3.0]","[2.869384857326873,1.4143924043006835,3.3924572302366784,2.26770577617491,2.2074828955155934,0.2851610917673827]",3
2462,NEKOR015171360,Politician/Family Member or Close Asscociates,10271,4383960,Occupational Loans,6802,188,33,6204,10,36,"[10271.0,4383960.0,188.0,6204.0,10.0,36.0]","[0.2374776544262326,1.7632785990655657,0.041435938103202674,0.30467876462641075,3.153546993593705,3.4219331012085927]",3
